"Função heurística: div(cost,mul(area,pow(degree,2)))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@flux_,25,0,0,14,0,13,25,0,14,0,13
function@flux_..omp_par.4,132,12,0,87,13,33,758328,34913.7,60188.2,3502.92,123469
function@flux_..omp_par.3,49,13,0,40,2,29,15099.1,3486.92,629.833,21.9167,7712.67
function@flux_..omp_par.2,21,6,0,23,3,11,4010,914.167,123.75,35.1667,2158.5
function@flux_..omp_par.1,246,95,0,75,124,39,13360.9,5922.3,3763.6,8945.14,16863
function@flux_..omp_par,21,6,0,23,3,11,4010,914.167,123.75,35.1667,2158.5
function@_QQmain,0,0,0,0,0,136,0,0,0,0,131.619
function@jacobian_,3,0,0,3,0,9,3,0,3,0,9
function@jacobian_..omp_par,54,14,0,62,5,50,268962,43460.2,147203,470.417,384001
function@fill1_,4,0,0,3,0,3,4,0,3,0,3
function@fill1_..omp_par.1,1,1,0,2,0,4,1,0.666667,2,0,24.25
function@fill1_..omp_par,7,5,0,11,1,9,83.9167,194.25,29.5833,21.25,565.833
function@shell_,96,7,0,41,0,95,1394.62,81.7619,117.381,0,16271.3
function@shell_..omp_par.8,13,6,0,18,2,10,701.25,194.333,109.75,42.5,631.833
function@shell_..omp_par.7,92,9,0,85,24,26,5.98111e+06,9060.58,199740,32510.8,1.70778e+06
function@shell_..omp_par.6,91,10,0,89,33,25,1.16539e+08,17847.2,2.09425e+06,2.2426e+06,7.8712e+07
function@shell_..omp_par.5,6,3,0,9,1,21,23.6875,44.8125,8.625,0.625,80825.7
function@shell_..omp_par.4,66,19,0,35,5,57,1947.06,705.188,591.688,192,1956.25
function@shell_..omp_par.3,14,5,0,18,2,12,4911.83,487.583,36.5833,21.9167,18310.8
function@shell_..omp_par.2,61,20,0,25,7,8,1120.92,1420.58,147.417,421.25,1138
function@shell_..omp_par.1,8,8,0,13,0,8,66.6667,273.167,48.0833,0,30.6667
function@shell_..omp_par,28,6,0,33,11,6,79202.2,500.833,632.167,879.75,8984.08
function@.omp.reduction.func,0,0,0,0,0,2,0,0,0,0,2
function@bi_cgstab_block_,55,1,0,18,0,45,592.75,15.9375,31.9375,0,224.25
function@bi_cgstab_block_..omp_par.12,9,6,0,13,0,13,724.25,695.312,61.1875,0,11157.5
function@bi_cgstab_block_..omp_par.11,74,21,0,33,20,14,46445.8,40344.9,14428.7,39486.3,99622.4
function@bi_cgstab_block_..omp_par.10,14,7,0,17,0,16,3637.69,3195.25,84.125,0,11428
function@bi_cgstab_block_..omp_par.9,33,13,0,33,6,13,20937.6,11621.1,1390.5,2154.17,15886.7
function@bi_cgstab_block_..omp_par.8,13,7,0,16,0,17,6136.5,707.75,83.125,0,11428.6
function@bi_cgstab_block_..omp_par.7,30,13,0,26,9,8,18454.8,19173.6,1081.5,12393.9,3097.75
function@bi_cgstab_block_..omp_par.6,13,7,0,16,0,17,6136.5,707.75,83.125,0,11428.6
function@bi_cgstab_block_..omp_par.5,8,5,0,13,1,12,486.125,69.6875,49.75,19.9375,9156.19
function@bi_cgstab_block_..omp_par,51,13,0,46,8,16,62309.8,14751.2,2421.17,3007.33,28593.1
function@mat_times_vec_,3,0,0,3,0,3,3,0,3,0,3
function@mat_times_vec_..omp_par,81,14,0,73,21,21,2.34e+07,190927,1.10325e+06,64488.9,1.43472e+07
function@.omp.reduction.func,0,0,0,0,0,0,0,0,0,0,0
function@.omp.reduction.func.1,0,0,0,0,0,0,0,0,0,0,0
function@.omp.reduction.func.2,0,0,0,0,0,0,0,0,0,0,0
function@.omp.reduction.func.3,0,0,0,0,0,0,0,0,0,0,0
function@.omp.reduction.func.4,0,0,0,0,0,0,0,0,0,0,0
function@fill2_,0,0,0,0,0,4,0,0,0,0,4
function@fill2_..omp_par.1,2,2,0,3,0,6,1.66667,26.5,2.66667,0,25.5833
function@fill2_..omp_par,3,2,0,4,0,6,14.9167,26.5,3.33333,0,25.5833
