"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@_ZN6TTable6get_TTEv,0,0,0,0,0,7,0,0,0,0,1.9375
function@_ZN6TTableC2Ei,0,0,0,0,0,7,0,0,0,0,4.5
function@_ZN6TTable6updateEyPK7UCTNode,0,0,0,0,0,9,0,0,0,0,6
function@_ZN6TTable4syncEyP7UCTNode,0,0,0,0,0,10,0,0,0,0,5
function@_ZN7TTEntryC2Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZNSt6vectorI7TTEntrySaIS0_EE17_M_default_appendEm,1,0,0,1,0,13,0.3125,0,0.3125,0,4.96875
function@_ZN9GameState9init_gameEif,0,0,0,0,0,10,0,0,0,0,7.625
function@_ZN9GameState10reset_gameEv,0,0,0,0,0,9,0,0,0,0,6.625
function@_ZN9GameState12forward_moveEv,0,0,0,0,0,3,0,0,0,0,2
function@_ZN9GameState9undo_moveEv,0,0,0,0,0,3,0,0,0,0,2.33333
function@_ZN9GameState6rewindEv,0,0,0,0,0,5,0,0,0,0,5
function@_ZN9GameState9play_moveEi,0,0,0,0,0,1,0,0,0,0,1
function@_ZN9GameState9play_moveEii,0,0,0,0,0,16,0,0,0,0,8.81177
function@_ZN9GameState9play_passEv,0,0,0,0,0,4,0,0,0,0,4
function@_ZN9GameState13play_textmoveENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEES5_,2,0,0,0,5,24,0.101318,0,0,0.900879,7.80387
function@_ZN9GameState10stop_clockEi,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9GameState11start_clockEi,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9GameState13display_stateEv,0,0,0,0,0,3,0,0,0,0,3
function@_ZN9GameState15get_timecontrolEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9GameState15set_timecontrolEiii,0,0,0,0,0,9,0,0,0,0,9
function@_ZN9GameState15set_timecontrolE11TimeControl,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9GameState11adjust_timeEiii,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9GameState19anchor_game_historyEv,0,0,0,0,0,6,0,0,0,0,3.61905
function@_ZN9GameState18set_fixed_handicapEi,0,0,0,0,0,57,0,0,0,0,9.66211
function@_ZN9GameState14valid_handicapEi,0,0,0,0,0,2,0,0,0,0,2
function@_ZN9GameState19place_free_handicapEi,0,0,0,0,0,24,0,0,0,0,171.986
function@_ZNSt8auto_ptrI9UCTSearchED2Ev,0,0,0,0,0,1,0,0,0,0,0.619048
function@_ZN9FastStateaSERKS_,0,0,0,0,0,5,0,0,0,0,5
function@_ZNSt6vectorIySaIyEEaSERKS1_,0,0,0,0,0,18,0,0,0,0,6.94343
function@_ZNSt6vectorIiSaIiEEaSERKS1_,0,0,0,0,0,18,0,0,0,0,6.94343
function@__clang_call_terminate,0,0,0,0,0,0,0,0,0,0,0
function@_ZNSt6vectorI7KoStateSaIS0_EE17_M_realloc_insertIJRKS0_EEEvN9__gnu_cxx17__normal_iteratorIPS0_S2_EEDpOT_,4,0,0,2,0,19,3.24999,0,2,0,88.8748
function@_ZN7KoStateC2ERKS_,0,0,0,0,0,19,0,0,0,0,14.867
function@_ZNSt6vectorI7KoStateSaIS0_EE17_M_default_appendEm,0,2,0,2,0,10,0,0.624999,0.624999,0,4.26562
function@_ZN9UCTSearchC2ER9GameState,0,0,0,0,0,4,0,0,0,0,4
function@_ZN9UCTSearch11set_runflagEPb,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9UCTSearch15play_simulationER7KoStateP7UCTNode,2,0,0,2,0,60,0.625,0,0.875,0,28.9961
function@_ZN9UCTSearch10dump_statsER9GameStateR7UCTNode,14,0,0,12,0,78,27.687,0,9.58269,0,126.195
function@_ZN9UCTSearch6get_pvB5cxx11ER9GameStateR7UCTNode,2,1,0,2,0,31,0.166667,1.43051e-06,0.5,0,12.0417
function@_ZN9GameStateD2Ev,0,0,0,0,0,2,0,0,0,0,1.61905
function@_ZN9UCTSearch13get_best_moveEi,2,2,0,4,0,37,0.714602,0.210177,0.829646,0,16.1925
function@_ZN9UCTSearch13dump_analysisEv,0,0,0,0,0,17,0,0,0,0,11.2479
function@_ZN9UCTSearch10is_runningEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9UCTWorkerclEv,0,0,0,0,0,6,0,0,0,0,96.9972
function@_ZN7KoStateC2ERKS_,0,0,0,0,0,19,0,0,0,0,14.867
function@_ZN7KoStateD2Ev,0,0,0,0,0,1,0,0,0,0,1
function@_ZN9UCTSearch9get_scoreEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9UCTSearch5thinkEii,2,1,0,3,0,29,0.876906,28.061,2.75391,0,170.907
function@_ZN9UCTSearch6ponderEv,0,0,0,0,0,12,0,0,0,0,104.658
function@_ZN9UCTSearch15set_visit_limitEi,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9UCTSearch13set_analyzingEb,0,0,0,0,0,0,0,0,0,0,0
function@_ZN9UCTSearch9set_quietEb,0,0,0,0,0,0,0,0,0,0,0
