"Função heurística: div(cost,mul(area,degree))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@newmolecule,0,0,0,0,0,2,0,0,0,0,2
function@freeresidue,0,0,0,0,0,1,0,0,0,0,12.5294
function@freemolecule,0,0,0,0,0,3,0,0,0,0,524.719
function@addstrand,0,0,0,0,0,4,0,0,0,0,9.7109
function@addresidue,1,4,0,4,0,8,0.0581395,2.34109,0.20155,0,4.66667
function@connectres,12,1,0,6,0,3,1.34334,0.0235828,0.384942,0,1.13447
function@mergestr,43,15,0,32,3,27,34.0333,100.111,33.2858,0.144291,181.904
function@upd_molnumbers,7,3,0,9,0,3,1513.48,4723.76,1521.05,0,8533.29
function@countmolstrands,0,0,0,0,0,0,0,0,0,0,0
function@countstrandresidues,0,0,0,0,0,1,0,0,0,0,15.75
function@countmolres,1,2,0,3,1,5,20.2857,457.095,39.2857,12.6667,869.714
function@countmolatoms,4,1,0,5,0,20,959.905,406.333,586.524,0,71771.1
function@dist,0,0,0,0,0,0,0,0,0,0,0
function@distp,0,0,0,0,0,0,0,0,0,0,0
function@angle,0,2,0,2,0,0,0,1.77163,1.94118,0,0
function@anglep,0,2,0,2,0,0,0,1.77778,1.94444,0,0
function@torsion,0,0,0,0,0,0,0,0,0,0,0
function@torsionp,8,4,0,12,0,1,7.5,4,11.5,0,0.5
function@getresname,0,0,0,0,0,2,0,0,0,0,2
function@cap,63,8,0,22,1,33,86.5709,47.8589,43.9608,0.236277,54.1621
function@delete_atom,37,14,0,28,0,24,675.628,176.176,350.922,0,483.157
function@copyextbonds,0,0,0,0,0,2,0,0,0,0,10.92
function@setreskind,1,1,0,1,0,6,6.25,12.5,12.5,0,221.25
function@setxyz_from_mol,5,1,0,6,0,3,5567.58,426.583,1175.5,0,8960.83
function@setxyzw_from_mol,5,1,0,6,0,4,5567.58,426.583,1175.5,0,13227.4
function@setmol_from_xyz,5,1,0,6,0,3,5567.58,426.583,1175.5,0,8960.83
function@setmol_from_xyzw,5,1,0,6,0,4,5567.58,426.583,1175.5,0,13227.4
function@NAB_ainit,0,0,0,0,0,0,0,0,0,0,0
function@NAB_initres,0,0,0,0,0,0,0,0,0,0,0
function@NAB_initatom,0,0,0,0,0,0,0,0,0,0,0
function@NAB_mnext,0,0,0,0,0,2,0,0,0,0,4.08075
function@NAB_rnext,0,0,0,0,0,1,0,0,0,0,6.2
function@NAB_anext,0,0,0,0,0,3,0,0,0,0,1.68
function@NAB_mri,18,9,0,27,0,16,491.178,1704.48,493.925,0,3281.67
function@NAB_rri,22,9,0,31,0,16,491.678,1704.48,494.425,0,3281.67
function@NAB_rrc,0,0,0,0,0,1,0,0,0,0,1
function@NAB_ari,39,15,0,53,0,24,476.309,1577.54,478.85,0,2959.99
function@NAB_arf,0,0,0,0,0,1,0,0,0,0,1
function@NAB_arc,13,3,0,13,0,9,193.141,667.797,194.092,0,1289.25
function@NAB_arp,0,0,0,0,0,0,0,0,0,0,0
function@newtransform,9,0,0,3,0,2,5.625,0,1.875,0,1.25
function@concat_mat,0,0,0,0,0,2,0,0,0,0,63.75
function@transformres,0,0,0,0,0,1,0,0,0,0,21.25
function@transformmol,4,1,0,5,0,2,1239.29,406.333,865.905,0,8533.29
function@transformpts,1,0,0,1,1,9,5,0,5,0.156863,43.0196
function@updtransform,0,0,0,0,0,0,0,0,0,0,0
function@trans4p,0,0,0,0,0,0,0,0,0,0,0
function@NAB_matcpy,0,0,0,0,0,0,0,0,0,0,0
function@trans4,0,0,0,0,0,0,0,0,0,0,0
function@rot4p,10,2,0,11,0,4,10,2,11,0,3.25
function@rot4,0,0,0,0,0,0,0,0,0,0,0
function@set_belly_mask,100,4,0,50,12,69,19673.2,37.0743,2051.29,5.6875,18461.8
function@set_cons_mask,8,0,0,6,0,5,17696.3,0,1201.14,0,17320.5
function@circle,6,7,0,11,0,0,5.88235,6.70588,10.9412,0,0
function@rt_errormsg,0,0,0,0,0,0,0,0,0,0,0
function@regcomp,42,7,0,17,5,54,6.26062,0.30788,1.53707,0.129869,7.66898
function@p_ere,145,22,0,72,3,204,273.42,86.6114,170.283,1.86777,273.424
function@p_bre,79,13,0,41,3,129,72.6136,20.9571,59.3959,0.634363,134.04
