"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@Perl_pad_new,0,0,0,0,0,9,0,0,0,0,6.46032
function@Perl_newPADNAMELIST,0,0,0,0,0,3,0,0,0,0,3
function@Perl_padnamelist_store,0,0,0,0,0,7,0,0,0,0,6
function@Perl_cv_undef,0,0,0,0,0,0,0,0,0,0,0
function@Perl_cv_undef_flags,10,0,0,5,0,11,0.908213,0,0.625604,0,8.38164
function@Perl_padnamelist_free,0,0,0,0,0,3,0,0,0,0,8.85294
function@Perl_cv_forget_slab,0,0,0,0,0,0,0,0,0,0,0
function@Perl_pad_add_name_pvn,7,2,0,6,0,21,2.39288,0.162835,2.37404,0,14.9001
function@Perl_newPADNAMEpvn,0,0,0,0,0,6,0,0,0,0,6
function@S_pad_alloc_name,0,0,0,0,0,8,0,0,0,0,7
function@Perl_pad_alloc,2,0,0,1,0,6,0.941177,0,0.627451,0,46.4706
function@Perl_pad_add_name_pv,0,0,0,0,0,10,0,0,0,0,10
function@Perl_pad_add_name_sv,0,0,0,0,0,7,0,0,0,0,6.5
function@Perl_pad_add_anon,0,0,0,0,0,8,0,0,0,0,6.96
function@Perl_pad_add_weakref,0,0,0,0,0,10,0,0,0,0,9
function@Perl_pad_findmy_pvn,0,0,0,0,0,12,0,0,0,0,9.50284
function@S_pad_findlex,13,7,0,7,2,26,1.55598,1.18324,6.11682,0.00415897,24.1537
function@Perl_newPADNAMEouter,0,0,0,0,0,1,0,0,0,0,1
function@Perl_pad_findmy_pv,0,0,0,0,0,6,0,0,0,0,6
function@Perl_pad_findmy_sv,0,0,0,0,0,3,0,0,0,0,2.5
function@Perl_find_rundefsvoffset,0,0,0,0,0,1,0,0,0,0,1
function@Perl_find_rundefsv,0,0,0,0,0,1,0,0,0,0,1
function@Perl_find_rundefsv2,0,0,0,0,0,3,0,0,0,0,3
function@Perl_pad_block_start,0,0,0,0,0,4,0,0,0,0,4
function@Perl_intro_my,0,0,0,0,0,1,0,0,0,0,0.32
function@Perl_pad_leavemy,0,0,0,0,0,4,0,0,0,0,1.31034
function@Perl_pad_swipe,0,0,0,0,0,3,0,0,0,0,2.30864
function@Perl_pad_tidy,0,1,0,1,0,15,0,0.526316,0.657895,0,22.0263
function@Perl_pad_free,0,0,0,0,0,1,0,0,0,0,1
function@Perl_do_dump_pad,4,0,0,1,0,22,4.88889,0,0.388889,0,34.5741
function@Perl_cv_clone,0,0,0,0,0,2,0,0,0,0,2
function@S_cv_clone,40,20,0,18,5,59,13.0251,6.05434,8.8139,1.49865,46.9974
function@Perl_cv_clone_into,0,0,0,0,0,5,0,0,0,0,5
function@Perl_cv_name,0,0,0,0,0,19,0,0,0,0,7.0515
function@Perl_pad_fixup_inner_anons,2,0,0,2,0,7,0.2,0,0.2,0,25.6621
function@Perl_pad_push,3,0,0,2,0,20,1.75676,0,1.35135,0,53.4595
function@Perl_padlist_store,0,0,0,0,0,6,0,0,0,0,4.44
function@Perl_padname_free,0,0,0,0,0,2,0,0,0,0,1.18382
function@Perl_padnamelist_fetch,0,0,0,0,0,0,0,0,0,0,0
function@Perl_free_tied_hv_pool,0,0,0,0,0,1,0,0,0,0,21.25
function@Perl_hv_common_key_len,0,0,0,0,0,6,0,0,0,0,6
function@Perl_hv_common,85,16,0,48,0,216,2.23635,0.374223,2.14888,0,18.1941
function@S_new_he,0,0,0,0,0,0,0,0,0,0,0
function@S_share_hek_flags,7,1,0,5,0,10,7.86458,1,5,0,14.4375
function@Perl_unshare_hek,0,0,0,0,0,0,0,0,0,0,0
function@Perl_hv_placeholders_p,0,0,0,0,0,6,0,0,0,0,4.75
function@S_hv_notallowed,0,0,0,0,0,11,0,0,0,0,9
function@S_save_hek_flags,0,0,0,0,0,9,0,0,0,0,8.5
function@Perl_hv_placeholders_get,0,0,0,0,0,0,0,0,0,0,0
function@S_clear_placeholders,1,0,0,1,0,10,4.20513,0,5.07692,0,96.4103
function@S_hsplit,0,0,0,0,0,14,0,0,0,0,146.127
function@Perl_hv_free_ent,0,0,0,0,0,4,0,0,0,0,2.28395
function@Perl_hv_placeholders_set,0,0,0,0,0,5,0,0,0,0,3.46154
function@Perl_hv_scalar,0,0,0,0,0,13,0,0,0,0,4.85859
function@Perl_hv_fill,0,0,0,0,0,4,0,0,0,0,1.40541
function@Perl_hv_ksplit,0,0,0,0,0,8,0,0,0,0,25.5647
function@Perl_newHVhv,57,0,0,22,0,34,760.471,0,422.352,0,578.269
function@Perl_hv_iterinit,0,0,0,0,0,3,0,0,0,0,1.73016
function@Perl_hv_iternext_flags,2,0,0,1,0,22,0.14494,0,0.687421,0,10.8346
function@Perl_hv_iterval,0,0,0,0,0,9,0,0,0,0,4.43137
function@Perl_hv_riter_set,0,0,0,0,0,1,0,0,0,0,1
function@Perl_hv_eiter_set,0,0,0,0,0,1,0,0,0,0,1
function@Perl_hv_copy_hints_hv,2,0,0,2,0,32,0.607843,0,0.607843,0,140.441
function@Perl_hv_delayfree_ent,0,0,0,0,0,4,0,0,0,0,3.25
function@Perl_hv_clear,0,0,0,0,0,12,0,0,0,0,288.046
function@Perl_hv_iterkeysv,0,0,0,0,0,1,0,0,0,0,1
function@Perl_hfree_next_entry,0,0,0,0,0,7,0,0,0,0,11.0859
function@Perl_hv_clear_placeholders,0,0,0,0,0,3,0,0,0,0,1.84375
function@Perl_hv_undef_flags,1,0,0,1,0,17,0.3125,0,0.625,0,127.142
function@Perl_hv_name_set,7,2,0,1,0,31,0.496564,0.310997,0.5,0,45.7491
function@S_hv_auxinit,0,0,0,0,0,10,0,0,0,0,2.83333
function@Perl_hv_riter_p,0,0,0,0,0,0,0,0,0,0,0
function@Perl_hv_eiter_p,0,0,0,0,0,0,0,0,0,0,0
function@Perl_hv_rand_set,0,0,0,0,0,1,0,0,0,0,1
function@S_unshare_hek_or_pvn,4,0,0,4,0,24,2.27671,0,1.07812,0,36.179
function@Perl_share_hek,0,0,0,0,0,23,0,0,0,0,17.0898
function@Perl_hv_ename_add,22,1,0,6,0,55,8.85225,0.436831,4.50107,0,86.8308
function@Perl_hv_ename_delete,25,1,0,9,0,38,2.26874,0.148287,2.31852,0,5.43308
function@Perl_hv_backreferences_p,0,0,0,0,0,0,0,0,0,0,0
function@Perl_hv_kill_backrefs,0,0,0,0,0,2,0,0,0,0,0.392157
function@Perl_hv_iterkey,0,0,0,0,0,2,0,0,0,0,1.25
function@Perl_hv_iternextsv,0,0,0,0,0,13,0,0,0,0,7.05469
function@Perl_unsharepvn,0,0,0,0,0,3,0,0,0,0,3
function@Perl_refcounted_he_chain_2hv,8,1,0,3,2,6,53.8095,20.2857,22.2857,16,68.1429
function@S_refcounted_he_value,0,0,0,0,0,5,0,0,0,0,3.14286
function@Perl_refcounted_he_fetch_pvn,4,1,0,7,0,32,0.134454,1.71933,1.1563,0,33.5597
function@Perl_refcounted_he_fetch_pv,0,0,0,0,0,10,0,0,0,0,10
function@Perl_refcounted_he_fetch_sv,0,0,0,0,0,9,0,0,0,0,8
function@Perl_refcounted_he_new_pvn,11,0,0,6,0,58,3.21207,0,4.22249,0,39.3177
function@Perl_refcounted_he_new_pv,0,0,0,0,0,12,0,0,0,0,12
function@Perl_refcounted_he_new_sv,0,0,0,0,0,11,0,0,0,0,10
function@Perl_refcounted_he_free,0,0,0,0,0,3,0,0,0,0,21.8333
function@Perl_refcounted_he_inc,0,0,0,0,0,1,0,0,0,0,1
