"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@writeout_,73,47,0,68,8,631,28889.8,11504.4,1467.23,128.583,35795.1
function@_QMplane_source_modPplane_source_init,2,0,0,2,0,132,2,0,2,0,4111.66
function@_QMplane_source_modPplane_source_read,17,12,0,21,0,192,312.516,476.789,172.242,0,1919.25
function@_QMplane_source_modPplane_source_apply,6,13,0,14,0,14,11.625,54.75,9.5,0,44.8125
function@_QMplane_source_modPplane_source_end,0,0,0,0,0,0,0,0,0,0,0
function@_QMcommunicate_modPcom_init_mpi,0,0,0,0,0,3,0,0,0,0,3
function@_QMcommunicate_modPcommunicate_end,0,0,0,0,0,16,0,0,0,0,8.89412
function@init_,6,0,0,3,0,392,0.796875,0,0.65625,0,79.2401
function@_QMmur_modPmur_init,45,11,0,53,0,282,112.583,53.9062,13.6104,0,356.122
function@_QMmur_modPmur_updatee,630,129,0,294,10,188,316.238,93.6689,63.1457,2.22517,132.536
function@_QMmur_modPmur_storee,63,58,0,54,2,110,124.426,116.407,29.5741,1.31481,243.537
function@_QMmur_modPmur_end,0,0,0,0,0,72,0,0,0,0,10.3125
function@_QMmur_modPmur_set_mf_arrays,40,7,0,42,0,54,2737.7,872.65,385.75,0,4315.7
function@_QMupdate_modPupdate_init,0,0,0,0,0,2,0,0,0,0,2
function@_QMupdate_modPupdateh,103,0,0,36,0,0,103,0,36,0,0
function@_QMupdate_modPupdateh..omp_par.4,201,90,0,143,92,32,29893.2,13812.1,2309.38,3420.38,15406.5
function@_QMupdate_modPupdateh..omp_par.3,53,22,0,69,7,23,4258.75,3880.83,160.917,45.8333,5806.58
function@_QMupdate_modPupdateh..omp_par.2,24,9,0,34,7,16,572.833,436.583,101.25,25.25,3758.42
function@_QMupdate_modPupdateh..omp_par.1,25,18,0,38,4,22,842.417,2515.83,92.9167,23.25,4784.83
function@_QMupdate_modPupdateh..omp_par,45,28,0,65,10,10,5747.25,2420.5,1394.75,47.8333,1736.83
function@_QMupdate_modPupdatee,78,0,0,36,1,22,54.5,0,34.5,1,11
function@_QMupdate_modPupdatee..omp_par.7,448,85,0,168,108,150,115690,66211.7,16078.6,6702,123343
function@_QMupdate_modPupdatee..omp_par.6,85,33,0,64,11,40,232.423,225.276,134.945,34.2086,553.982
function@_QMupdate_modPupdatee..omp_par.5,93,26,0,58,11,27,299.276,251.534,134.221,34.5031,944.098
function@_QMupdate_modPupdatee..omp_par,15,12,0,27,0,12,103.5,2221.08,45.9167,0,2176.67
function@_QMupdate_modPupdate_inith,65,24,0,59,3,38,651.2,607.32,75.04,30.6,3693.36
function@_QMupdate_modPupdate_inith..omp_par.11,41,37,0,54,1,20,1685.92,1685.5,145,21.25,922.333
function@_QMupdate_modPupdate_inith..omp_par.10,10,2,0,12,2,3,77.9167,31.8333,11.3333,1.33333,3
function@_QMupdate_modPupdate_inith..omp_par.9,7,6,0,8,0,7,9.58333,31.5,7.33333,0,35.4167
function@_QMupdate_modPupdate_inith..omp_par.8,7,6,0,8,0,7,9.58333,31.5,7.33333,0,35.4167
function@_QMupdate_modPupdate_inith..omp_par,5,7,0,12,4,4,17.25,67.5833,12,2.66667,24.25
function@_QMupdate_modPupdate_inite,216,82,0,127,6,128,483.419,416.704,91.9897,41.3677,2330.11
function@_QMupdate_modPupdate_inite..omp_par.14,16,30,0,37,0,20,703,3830.5,261.25,0,1946.75
function@_QMupdate_modPupdate_inite..omp_par.13,2,2,0,4,0,18,4.25,26.5,3.66667,0,79.8333
function@_QMupdate_modPupdate_inite..omp_par.12,1,3,0,4,0,10,1,39.75,4,0,53.8333
function@_QMupdate_modPupdate_inite..omp_par,1,2,0,3,0,4,1,13.9167,3,0,429.583
function@_QMupml_modPupml_allocate,17,9,0,15,0,468,12.5882,9,15,0,398.882
function@_QMupml_modPcheck_allocate,0,0,0,0,0,22,0,0,0,0,2
function@_QMupml_modPupml_set_eps_arrays,55,13,0,58,0,155,5048.29,1627.83,563.357,0,2540.12
function@_QMupml_modPupml_init,2714,354,0,775,662,1715,2565.98,1342.96,720.64,99.3261,4033.43
function@_QMupml_modPupml_initb,0,0,0,0,0,3,0,0,0,0,3
function@_QMupml_modPupml_initb..omp_par,171,34,0,114,21,56,654885,77511.8,159709,1578.75,180708
function@_QMupml_modPupml_inith,15,0,0,15,0,0,15,0,15,0,0
function@_QMupml_modPupml_inith..omp_par,254,228,0,184,4,142,10414.6,15799.3,1009.83,85,6812.92
function@_QMupml_modPupml_updateh,30,0,0,30,0,0,30,0,30,0,0
function@_QMupml_modPupml_updateh..omp_par,872,319,0,628,1,528,4.39606e+06,1.37797e+06,1.28278e+06,13.25,2.63319e+06
function@_QMupml_modPupml_updatee,0,0,0,0,0,0,0,0,0,0,0
function@_QMupml_modPupml_updatee_homo,30,0,0,30,0,0,30,0,30,0,0
function@_QMupml_modPupml_updatee_homo..omp_par,1565,450,0,1032,60,593,4.10412e+06,307432,437789,7084,1.71785e+06
function@_QMupml_modPupml_updatee_simple,30,0,0,30,0,0,30,0,30,0,0
function@_QMupml_modPupml_updatee_simple..omp_par,1645,456,0,1074,63,605,4.64467e+06,432069,489703,8363.75,1.80466e+06
function@_QMupml_modPupml_initd,0,0,0,0,0,3,0,0,0,0,3
function@_QMupml_modPupml_initd..omp_par,323,54,0,202,34,99,718504,84662.2,207768,3007,202426
function@_QMupml_modPupml_inite,15,0,0,15,0,0,15,0,15,0,0
function@_QMupml_modPupml_inite..omp_par,440,247,0,208,4,224,17082.1,14630.5,777.451,80.2353,10342.5
function@_QMupml_modPupml_end,0,0,0,0,0,450,0,0,0,0,241.667
function@_QMupml_modPcheck_deallocate,0,0,0,0,0,9,0,0,0,0,6.33333
function@_QMreadline_modPreadline,19,4,0,11,1,83,56.0489,3.19022,10.625,0.375,279.043
function@_QMreadline_modPcheckifkeyword,0,0,0,0,0,5,0,0,0,0,32.4615
function@mpi_barrier_,0,0,0,0,0,6,0,0,0,0,6
function@mpi_bcast_,1,0,0,1,0,12,1,0,1,0,12
function@mpi_bcast_integers_,1,0,0,1,0,12,1,0,1,0,12
function@mpi_bcast_reals_,1,0,0,1,0,12,1,0,1,0,12
function@mpi_bcast_logical_,1,0,0,1,0,12,1,0,1,0,12
function@mpi_cart_rank_,0,0,0,0,0,9,0,0,0,0,9
function@mpi_cart_create_,1,0,0,1,0,13,1,0,1,0,13
function@mpi_cart_coords_,0,0,0,0,0,11,0,0,0,0,11
function@mpi_cart_shift_,1,0,0,1,0,13,1,0,1,0,13
function@mpi_comm_rank_,0,0,0,0,0,7,0,0,0,0,7
function@mpi_comm_size_,0,0,0,0,0,7,0,0,0,0,7
function@mpi_finalize_,0,0,0,0,0,0,0,0,0,0,0
function@mpi_init_,0,0,0,0,0,0,0,0,0,0,0
function@mpi_recv_,0,0,0,0,0,12,0,0,0,0,12
function@mpi_ssend_,1,0,0,1,0,13,1,0,1,0,13
function@mpi_bsend_,1,0,0,1,0,13,1,0,1,0,13
function@mpi_sendrecv_,1,0,0,1,0,21,1,0,1,0,21
function@mpi_wait_,0,0,0,0,0,7,0,0,0,0,7
function@mpi_isend_,1,0,0,1,0,13,1,0,1,0,13
function@mpi_wtick_,0,0,0,0,0,0,0,0,0,0,0
function@mpi_wtime_,0,0,0,0,0,0,0,0,0,0,0
function@mpi_buffer_attach_,0,0,0,0,0,7,0,0,0,0,7
function@mpi_buffer_detach_,0,0,0,0,0,7,0,0,0,0,7
function@mpi_pack_size_,0,0,0,0,0,10,0,0,0,0,10
function@mpi_gather_,0,0,0,0,0,14,0,0,0,0,14
function@mpi_type_struct_,2,0,0,2,0,14,2,0,2,0,14
function@mpi_type_commit_,0,0,0,0,0,5,0,0,0,0,5
function@mpi_type_extent_,0,0,0,0,0,6,0,0,0,0,6
function@mpi_type_free_,0,0,0,0,0,5,0,0,0,0,5
function@mpi_type_vector_,1,0,0,1,0,13,1,0,1,0,13
function@mpi_type_hvector_,1,0,0,1,0,13,1,0,1,0,13
function@mpi_irecv_,0,0,0,0,0,12,0,0,0,0,12
function@mpi_waitall_,0,0,0,0,0,9,0,0,0,0,9
function@mpi_sendrecv_replace_,1,0,0,1,0,21,1,0,1,0,21
function@mpi_bsend_init_,0,0,0,0,0,13,0,0,0,0,13
function@mpi_recv_init_,0,0,0,0,0,13,0,0,0,0,13
function@mpi_dims_create_,0,0,0,0,0,9,0,0,0,0,9
function@mpi_start_,0,0,0,0,0,6,0,0,0,0,6
function@mpi_allreduce_,0,0,0,0,0,0,0,0,0,0,0
function@mpi_reduce_,0,0,0,0,0,0,0,0,0,0,0
function@_QMhuygens_modPhuygens_init,0,0,0,0,0,2,0,0,0,0,2
function@_QMhuygens_modPhuygensh,456,109,0,227,3,329,319.696,131.75,117.357,3,537.821
function@_QMhuygens_modPhuygense,604,123,0,272,3,447,388.786,210.411,135.143,3,662.839
function@_QMhuygens_modPuin,156,60,0,92,5,254,534.914,392.647,211.572,6.94444,3137.92
function@_QMmaterial_modPmat_init,451,123,0,357,94,475,2.09337e+06,490504,166669,347694,1.86214e+06
function@_QMmaterial_modPmat_updatee,79,0,0,35,1,14,55,0,33.5,1,7
function@_QMmaterial_modPmat_updatee..omp_par.3,82,42,0,107,0,34,369420,73740.8,63766.3,0,130155
function@_QMmaterial_modPmat_updatee..omp_par.2,29,17,0,43,0,13,5650.42,984.417,1398.92,0,3028.83
function@_QMmaterial_modPmat_updatee..omp_par.1,27,17,0,44,0,13,3945.42,1848.83,1399.58,0,3028.83
function@_QMmaterial_modPmat_updatee..omp_par,30,12,0,42,0,15,6076.67,2221.08,992.583,0,3882
function@calcflops_,0,0,0,0,0,0,0,0,0,0,0
function@_QMpower_modPpower_init,14,2,0,10,2,171,11.1406,2,7.14062,2,355.406
function@_QMpower_modPpower_init..omp_par,19,1,0,16,2,10,4031.5,21.25,1373.75,26.5,1773.08
function@_QMpower_modPpower_stop,0,0,0,0,0,11,0,0,0,0,882.417
function@_QMpower_modPpower_dft,8,0,0,4,0,19,15,0,3.25926,0,45.3333
function@_QMpower_modPpower_dft..omp_par.1,45,7,0,47,2,20,10258.7,2580.75,7387.08,26.5,5187.42
function@_QMpower_modPpower_dft..omp_par,13,0,0,10,0,16,235.417,0,9.66667,0,279.25
