Comando: /home/mpvreal/Code/Faculdade/tcc/llvm/build/bin/llc -march=x86 --regalloc=greedy -o -
Heurística: div(cost,mul(area,pow(degree,2)))
~&SPILL_STATS,171, 66, 0, 144, 6, 231, 47059.7, 22002.2, 14917.1, 217.042, 12662.8
~&SPILL_STATS,0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 708.723
~&SPILL_STATS,172, 96, 0, 143, 35, 129, 72542.5, 20694.6, 20148.9, 24128.3, 21620.2
~&SPILL_STATS,45, 23, 0, 25, 21, 33, 2240.69, 1243.06, 533.062, 1017.25, 1218.25
~&SPILL_STATS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
~&SPILL_STATS,0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2.8
~&SPILL_STATS,18, 9, 0, 18, 3, 98, 19.4326, 12.7002, 10.0687, 0.131836, 40.1465
~&SPILL_STATS,117, 18, 0, 93, 6, 204, 169.5, 69.75, 41.8594, 2.25, 428.062
~&SPILL_STATS,1026, 540, 0, 860, 122, 411, 13818.5, 8662.59, 5429.34, 624.794, 3519
~&SPILL_STATS,506, 296, 0, 379, 117, 265, 17439.1, 6334.85, 4799.83, 5606.89, 6551.65
~&SPILL_STATS,0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2.57812
~&SPILL_STATS,35, 70, 0, 86, 3, 64, 3935.95, 11793, 991.85, 1.6, 8424.1
~&SPILL_STATS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
~&SPILL_STATS,367, 340, 0, 285, 164, 204, 78697.5, 59635.5, 21842.5, 5833.18, 46595.1
~&SPILL_STATS,491, 224, 0, 310, 146, 249, 191905, 89632.8, 69405.3, 10743.3, 57060.9
~&SPILL_STATS,200, 170, 0, 189, 21, 183, 27876.6, 13504.1, 11564.8, 289.53, 20969.7
~&SPILL_STATS,268, 245, 0, 253, 35, 281, 31931.2, 26260, 25699.1, 1146.26, 55041.9
~&SPILL_STATS,0, 4, 0, 4, 10, 306, 0, 4, 4, 10, 266.294
~&SPILL_STATS,0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 9.31323e-10
~&SPILL_STATS,339, 177, 0, 311, 39, 405, 10242, 24504.9, 1887.07, 14.9615, 24750.3
~&SPILL_STATS,2878, 1069, 0, 1270, 1062, 1713, 6143.85, 3029.66, 1303.26, 765.881, 4965.71
~&SPILL_STATS,402, 287, 0, 366, 31, 288, 194390, 282286, 100813, 14037.5, 232388
~&SPILL_STATS,466, 313, 0, 352, 32, 259, 197239, 79917.5, 103176, 2846.28, 105862
~&SPILL_STATS,701, 605, 0, 720, 154, 450, 1.95425e+06, 753073, 297108, 2258.98, 512433
~&SPILL_STATS,2898, 1562, 0, 1656, 926, 1097, 2.30126e+06, 926507, 345731, 13310.5, 641873
~&SPILL_STATS,2892, 1706, 0, 1930, 905, 1144, 2.48324e+06, 1.08741e+06, 334667, 11927.8, 738661
~&SPILL_STATS,497, 400, 0, 486, 43, 444, 232122, 340165, 120371, 17167.8, 274362
~&SPILL_STATS,560, 409, 0, 426, 38, 400, 250574, 96247.5, 133327, 3367.98, 142551
~&SPILL_STATS,0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 48.3333
~&SPILL_STATS,0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.619048
~&SPILL_STATS,29, 58, 0, 66, 7, 87, 117.793, 672.614, 616.511, 5.7663, 621.147
~&SPILL_STATS,0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9.80769
~&SPILL_STATS,0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
~&SPILL_STATS,0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
~&SPILL_STATS,0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
~&SPILL_STATS,0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
~&SPILL_STATS,0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
