"Função heurística: div(cost,mul(area,degree))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@Perl_re_compile,0,0,0,0,0,0,0,0,0,0,0
function@Perl_re_intuit_string,0,0,0,0,0,0,0,0,0,0,0
function@Perl_regfree_internal,12,0,0,3,0,5,16.4667,0,1.16667,0,50.3667
function@Perl_reg_numbered_buff_fetch,2,1,0,3,0,5,0.193798,0.0124031,0.243411,0,1.0062
function@Perl_reg_numbered_buff_length,0,0,0,0,0,9,0,0,0,0,2.62893
function@Perl_reg_named_buff,0,0,0,0,0,1,0,0,0,0,0.423462
function@Perl_reg_named_buff_iter,0,0,0,0,0,0,0,0,0,0,0
function@Perl_reg_qr_package,0,0,0,0,0,0,0,0,0,0,0
function@Perl_re_op_compile,224,56,0,110,22,157,8604.63,5124.15,1947.7,345.748,7434.45
function@Perl_current_re_engine,0,0,0,0,0,7,0,0,0,0,1.71245
function@Perl_pregcomp,0,0,0,0,0,0,0,0,0,0,0
function@Perl__new_invlist_C_array,3,0,0,4,1,2,3,0,4,1,2
function@Perl__new_invlist,0,0,0,0,0,2,0,0,0,0,2
function@Perl__add_range_to_invlist,0,0,0,0,0,13,0,0,0,0,4.30859
function@S_concat_pat,76,11,0,47,7,53,539.481,227.622,267.383,31.6488,833.348
function@S_reg,345,49,0,188,52,229,58.9405,15.1774,24.8874,4.08393,69.9061
function@Perl_regnext,0,0,0,0,0,1,0,0,0,0,1
function@S_ssc_init,0,0,0,0,0,4,0,0,0,0,4
function@S_study_chunk,554,156,0,229,147,419,10661.1,3131.35,7241.93,2875.04,12014.3
function@S_scan_commit,0,2,0,1,0,9,0,0.190476,0.0952381,0,5.28571
function@S_is_ssc_worth_it,19,8,0,19,6,18,52.7778,30.8431,35.9935,10.0784,46.464
function@S_add_data,0,1,0,1,0,2,0,1,1,0,2
function@S_ssc_finalize,5,0,0,4,0,8,4.625,0,3.625,0,6.875
function@Perl_reg_named_buff_fetch,10,2,0,4,0,8,13.6976,1.55842,0.695876,0,9.11512
function@Perl_reg_named_buff_exists,0,0,0,0,0,0,0,0,0,0,0
function@Perl_reg_named_buff_all,9,2,0,7,0,2,103.308,119.723,16.3385,0,119.723
function@Perl_reg_named_buff_scalar,0,0,0,0,0,3,0,0,0,0,0.142202
function@Perl_reg_named_buff_firstkey,0,0,0,0,0,0,0,0,0,0,0
function@Perl_reg_named_buff_nextkey,8,2,0,6,0,3,78.9,95.75,11.35,0,96.2
function@Perl__invlist_search,11,0,0,9,0,37,5.78922,0,6.38725,0,19.0294
function@Perl__invlist_populate_swatch,20,8,0,20,2,57,28.0885,22.7213,14.3246,0.2,155.823
function@Perl__invlist_union_maybe_complement_2nd,63,14,0,37,27,59,13.4666,4.02453,7.67256,2.21107,17.6053
function@S_invlist_clone,3,0,0,2,0,7,2.76,0,2,0,5.92
function@Perl__invlist_invert,0,0,0,0,0,1,0,0,0,0,1
function@S__append_range_to_invlist,24,7,0,15,0,13,6.84404,2.43119,9.11927,0,5.93578
function@Perl__invlist_intersection_maybe_complement_2nd,56,16,0,36,17,55,15.1927,7.43243,11.1988,2.19616,18.2319
function@Perl__setup_canned_invlist,0,0,0,0,0,5,0,0,0,0,5
function@Perl__invlist_contents,3,3,0,3,0,9,11.92,9.92,11.92,0,53.4
function@S_invlist_iternext,2,1,0,3,0,7,0.470588,0.313726,1.94118,0,3.03922
function@Perl__invlist_dump,9,0,0,3,0,13,13.0597,0,11.3433,0,23.9851
function@Perl__load_PL_utf8_foldclosures,0,0,0,0,0,0,0,0,0,0,0
function@Perl__get_regclass_nonbitmap_data,6,1,0,5,0,18,1.57104,0.0457762,1.47949,0,4.47412
function@Perl_pregfree,0,0,0,0,0,0,0,0,0,0,0
function@Perl_pregfree2,0,0,0,0,0,0,0,0,0,0,0
function@Perl_reg_temp_copy,0,0,0,0,0,8,0,0,0,0,4.39216
function@Perl_save_re_context,0,0,0,0,0,2,0,0,0,0,29.3145
function@S_ssc_anything,0,0,0,0,0,3,0,0,0,0,3
function@S_ssc_or,0,1,0,2,0,7,0,1,1,0,18.0476
function@S_ssc_and,19,5,0,9,1,46,1.86352,0.672103,3.41974,0.249785,8.8618
function@S_make_trie,259,57,0,110,63,116,3620.5,1283.16,1054.87,1134.15,1287.36
function@S_unwind_scan_frames,0,0,0,0,0,1,0,0,0,0,31.875
function@S_get_ANYOF_cp_list_for_ssc,13,1,0,10,1,24,2.70898,0.421875,19.2129,0.84375,105.413
function@S_add_above_Latin1_folds,3,1,0,4,0,2,0.1875,0.0625,0.25,0,0.125
function@S_populate_ANYOF_from_invlist,20,4,0,10,2,27,26.9683,5.87302,21.9524,3.14286,244.032
