"Função heurística: div(cost,mul(area,degree))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@main,0,0,0,0,0,14,0,0,0,0,54.1667
function@MAIN_parseCommandLine,0,0,0,0,0,3,0,0,0,0,3
function@MAIN_printInfo,0,0,0,0,0,0,0,0,0,0,0
function@MAIN_initialize,0,0,0,0,0,1,0,0,0,0,1
function@MAIN_finalize,0,0,0,0,0,1,0,0,0,0,1
function@LBM_allocateGrid,0,0,0,0,0,1,0,0,0,0,1
function@LBM_freeGrid,0,0,0,0,0,1,0,0,0,0,1
function@LBM_initializeGrid,0,0,0,0,0,0,0,0,0,0,0
function@LBM_initializeGrid.omp_outlined,0,0,0,0,0,3,0,0,0,0,3
function@LBM_swapGrids,0,0,0,0,0,0,0,0,0,0,0
function@LBM_loadObstacleFile,0,0,0,0,0,9,0,0,0,0,33860.5
function@LBM_initializeSpecialCellsForLDC,0,0,0,0,0,0,0,0,0,0,0
function@LBM_initializeSpecialCellsForLDC.omp_outlined,0,0,0,0,0,9,0,0,0,0,507.889
function@LBM_initializeSpecialCellsForChannel,0,0,0,0,0,0,0,0,0,0,0
function@LBM_initializeSpecialCellsForChannel.omp_outlined,0,0,0,0,0,7,0,0,0,0,392.333
function@LBM_performStreamCollideBGK,0,0,0,0,0,0,0,0,0,0,0
function@LBM_performStreamCollideBGK.omp_outlined,2,15,0,6,0,5,8,92,48,0,4.5
function@LBM_performStreamCollideTRT,0,0,0,0,0,0,0,0,0,0,0
function@LBM_performStreamCollideTRT.omp_outlined,33,88,0,42,0,5,260,672,344,0,4.5
function@LBM_handleInOutFlow,0,0,0,0,0,2,0,0,0,0,2
function@LBM_handleInOutFlow.omp_outlined,0,0,0,0,0,6,0,0,0,0,51
function@LBM_handleInOutFlow.omp_outlined.2,3,20,0,9,0,3,48,320,144,0,3
function@LBM_showGridStatistics,21,15,0,27,0,5,231.312,303.062,428.75,0,19.4375
function@LBM_storeVelocityField,1,2,0,3,3,12,32,1056,34,1088,126981
function@LBM_compareVelocityField,8,46,0,24,3,14,196641,1.44285e+06,655395,1088,139270
