"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@main,0,0,0,0,0,14,0,0,0,0,54.1667
function@MAIN_parseCommandLine,0,0,0,0,0,3,0,0,0,0,3
function@MAIN_printInfo,0,0,0,0,0,0,0,0,0,0,0
function@MAIN_initialize,0,0,0,0,0,1,0,0,0,0,1
function@MAIN_finalize,0,0,0,0,0,1,0,0,0,0,1
function@LBM_allocateGrid,0,0,0,0,0,1,0,0,0,0,1
function@LBM_freeGrid,0,0,0,0,0,1,0,0,0,0,1
function@LBM_initializeGrid,0,0,0,0,0,0,0,0,0,0,0
function@LBM_initializeGrid.omp_outlined,0,0,0,0,0,3,0,0,0,0,3
function@LBM_swapGrids,0,0,0,0,0,0,0,0,0,0,0
function@LBM_loadObstacleFile,0,0,0,0,0,9,0,0,0,0,33860.5
function@LBM_initializeSpecialCellsForLDC,0,0,0,0,0,0,0,0,0,0,0
function@LBM_initializeSpecialCellsForLDC.omp_outlined,0,0,0,0,0,9,0,0,0,0,507.889
function@LBM_initializeSpecialCellsForChannel,0,0,0,0,0,0,0,0,0,0,0
function@LBM_initializeSpecialCellsForChannel.omp_outlined,0,0,0,0,0,7,0,0,0,0,392.333
function@LBM_performStreamCollideBGK,0,0,0,0,0,0,0,0,0,0,0
function@LBM_performStreamCollideBGK.omp_outlined,0,0,0,0,0,9,0,0,0,0,36.5
function@LBM_performStreamCollideTRT,0,0,0,0,0,0,0,0,0,0,0
function@LBM_performStreamCollideTRT.omp_outlined,26,33,0,53,0,5,208,252,424,0,4.5
function@LBM_handleInOutFlow,0,0,0,0,0,2,0,0,0,0,2
function@LBM_handleInOutFlow.omp_outlined,0,0,0,0,0,6,0,0,0,0,51
function@LBM_handleInOutFlow.omp_outlined.2,7,7,0,13,0,6,112,112,208,0,51
function@LBM_showGridStatistics,10,3,0,9,0,1,97,47.625,185.125,0,15.875
function@LBM_storeVelocityField,4,3,0,7,0,12,33856,98304,132160,0,114694
function@LBM_compareVelocityField,20,6,0,23,0,15,558144,196608,656448,0,172038
