"Função heurística: div(cost,mul(area,degree))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@writeout_,175,68,0,119,45,599,28164.3,9833.75,1832.73,2263.08,35179.5
function@_QMplane_source_modPplane_source_init,4,0,0,3,0,136,206.522,0,3,0,4599.23
function@_QMplane_source_modPplane_source_read,28,26,0,28,15,184,439.932,606.246,169.982,136.447,2099.43
function@_QMplane_source_modPplane_source_apply,18,26,0,20,5,12,23.4375,345.438,16,3.5,58.75
function@_QMplane_source_modPplane_source_end,0,0,0,0,0,0,0,0,0,0,0
function@_QMcommunicate_modPcom_init_mpi,0,0,0,0,0,3,0,0,0,0,3
function@_QMcommunicate_modPcommunicate_end,0,0,0,0,0,16,0,0,0,0,8.89412
function@init_,42,0,0,3,0,364,22.1309,0,3,0,69.463
function@_QMmur_modPmur_init,96,81,0,59,17,237,103.77,83.5432,31.9824,33.0566,324.055
function@_QMmur_modPmur_updatee,463,574,0,301,184,67,245.43,580.921,77.3775,39.2914,80.8609
function@_QMmur_modPmur_storee,150,105,0,114,25,78,386.074,228.593,130.704,106.556,175.815
function@_QMmur_modPmur_end,0,0,0,0,0,72,0,0,0,0,10.3125
function@_QMmur_modPmur_set_mf_arrays,51,30,0,45,5,30,3064,2250.25,407.55,44.55,3814.5
function@_QMupdate_modPupdate_init,0,0,0,0,0,2,0,0,0,0,2
function@_QMupdate_modPupdateh,119,6,0,36,12,0,119,6,36,12,0
function@_QMupdate_modPupdateh..omp_par.4,257,147,0,153,130,3,32896.1,12898.9,2339.75,4089.36,4821
function@_QMupdate_modPupdateh..omp_par.3,45,38,0,56,25,8,1228.25,6315.58,82.8333,68.0833,2389.75
function@_QMupdate_modPupdateh..omp_par.2,18,18,0,28,11,2,416.583,482.917,47.25,7.33333,362.5
function@_QMupdate_modPupdateh..omp_par.1,26,17,0,32,14,2,802.583,1834.33,49.5833,30.25,682.5
