"Função heurística: div(cost,mul(area,degree))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@set_data_,0,0,0,0,0,8,0,0,0,0,8
function@set_data_tile_,0,0,0,0,0,34,0,0,0,0,34
function@get_3dfld_,120,0,0,43,0,205,38.2873,0,22.7448,0,224.626
function@close_io_,0,0,0,0,0,43,0,0,0,0,18.3929
function@_QMdiag_modPdiag,0,0,0,0,0,8,0,0,0,0,8
function@_QMdiag_modPdiag_tile,209,2,0,89,0,124,6502.01,1.75562,267.826,0,7699.33
function@_QMmod_mixingPallocate_mixing,17,0,0,15,0,32,17,0,15,0,31
function@_QMmod_mixingPinitialize_mixing,7,0,0,6,0,40,262.12,0,31.56,0,15255.8
function@_QMset_zeta_modPset_zeta,0,0,0,0,0,8,0,0,0,0,8
function@_QMset_zeta_modPset_zeta_tile,8,0,0,7,0,29,5.75,0,3.76471,0,61.3676
function@_QMdef_var_modPdef_var,121,0,0,7,0,633,4.81099,0,4.6557,0,96.9855
function@_QMnf_fread3d_bry_modPnf_fread3d_bry,19,0,0,17,0,40,139.45,0,24.4862,0,9042.05
function@_QMnrutilParray_copy_r,0,0,0,0,0,0,0,0,0,0,0
function@_QMnrutilParray_copy_d,0,0,0,0,0,0,0,0,0,0,0
function@_QMnrutilParray_copy_i,0,0,0,0,0,0,0,0,0,0,0
function@_QMnrutilParth_r,2,0,0,1,0,15,10,0,5,0,56.6471
function@_QMnrutilParth_d,2,0,0,1,0,15,10,0,5,0,56.6471
function@_QMnrutilParth_i,0,0,0,0,0,15,0,0,0,0,56.6471
function@_QMnrutilPnrerror,0,0,0,0,0,8,0,0,0,0,8
function@_QMnrutilPreallocate_rv,0,0,0,0,0,16,0,0,0,0,7.38281
function@_QMnrutilPreallocate_iv,0,0,0,0,0,16,0,0,0,0,7.38281
function@_QMnrutilPreallocate_hv,0,0,0,0,0,23,0,0,0,0,8.39233
function@_QMnrutilPreallocate_rm,1,0,0,1,0,33,0.244141,0,0.625,0,79.3438
function@_QMnrutilPreallocate_im,1,0,0,1,0,33,0.244141,0,0.625,0,79.3438
function@_QMlmd_vmix_modPlmd_vmix,0,0,0,0,0,12,0,0,0,0,12
function@_QMlmd_vmix_modPlmd_vmix_tile,510,5,0,142,0,27,83672.1,165.8,4596.34,0,1240.77
function@_QMlmd_vmix_modPlmd_finish,0,0,0,0,0,0,0,0,0,0,0
