"Função heurística: div(cost,pow(degree,2))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@re_set_syntax,0,0,0,0,0,2,0,0,0,0,2
function@re_compile_fastmap,13,0,0,6,0,49,23.5685,0,2.7259,0,94.9064
function@re_set_registers,0,0,0,0,0,0,0,0,0,0,0
function@re_search,0,0,0,0,0,5,0,0,0,0,5
function@re_search_2,8,0,0,3,0,35,4.94647,0,1.10706,0,26.3285
function@re_match_2_internal,679,0,0,218,0,146,125.652,0,34.9429,0,17.0484
function@group_match_null_string_p,0,0,0,0,0,18,0,0,0,0,75.7113
function@common_op_match_null_string_p,0,0,0,0,0,10,0,0,0,0,4.26786
function@re_match,0,0,0,0,0,5,0,0,0,0,5
function@re_match_2,0,0,0,0,0,0,0,0,0,0,0
function@re_compile_pattern,0,0,0,0,0,2,0,0,0,0,1.38095
function@regex_compile,244,0,0,57,0,164,14.8591,0,9.59398,0,18.7876
function@compile_range,0,0,0,0,0,3,0,0,0,0,0.426471
function@regcomp,0,0,0,0,0,15,0,0,0,0,13.1548
function@regexec,0,0,0,0,0,23,0,0,0,0,10.7871
function@regerror,0,0,0,0,0,10,0,0,0,0,5.875
function@regfree,0,0,0,0,0,1,0,0,0,0,1
function@CCTKi_BindingsThorn_PUGHReduce,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionAvg_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionAvgArrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionAvg,140,0,0,18,0,191,2241.14,0,30.4623,0,1937.9
function@PUGH_ReductionAvgGVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionNorm3_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNorm3Arrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionNorm3,218,0,0,22,0,201,3870.25,0,42.9559,0,3521.07
function@PUGH_ReductionNorm3GVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionNorm2_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNorm2Arrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionNorm2,219,0,0,22,0,191,4021.87,0,42.7928,0,5605.74
function@PUGH_ReductionNorm2GVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionNormInf_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNormInfArrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionNormInf,211,0,0,18,0,169,3848.14,0,29.9853,0,2028.76
function@PUGH_ReductionNormInfGVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_ReduceGA_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReduceGridArrays,51,0,0,12,0,65,48.6387,0,23.1875,0,64.9871
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionCount_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionCountArrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionCount,0,0,0,0,0,4,0,0,0,0,2.55172
function@PUGH_ReductionCountGVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_ReduceArraysGlobally_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReduceArraysGlobally,10,0,0,7,0,85,8.63281,0,6.20117,0,55.2176
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionNorm1_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNorm1Arrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionNorm1,197,0,0,20,0,198,3176.98,0,32.3603,0,1707.82
function@PUGH_ReductionNorm1GVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_Reduction_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionArrays,1,0,0,1,0,28,0.12085,0,1,0,13.3557
function@copy_real_to_outtype,0,0,0,0,0,57,0,0,0,0,1.55935
function@PUGH_ReductionGVs,12,0,0,6,0,22,14.2402,0,4.24414,0,42.0566
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionSum_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionSumArrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionSum,133,0,0,15,0,186,2238.6,0,27.4623,0,1937.42
function@PUGH_ReductionSumGVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionMax_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionMaxValArrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionMaxVal,215,0,0,17,0,190,2113.58,0,28.7113,0,1274.52
function@PUGH_ReductionMaxValGVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionMin_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionMinValArrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionMinVal,215,0,0,17,0,190,2113.58,0,28.7113,0,1274.52
function@PUGH_ReductionMinValGVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionNorm4_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNorm4Arrays,0,0,0,0,0,5,0,0,0,0,5
function@ReductionNorm4,219,0,0,22,0,204,4044.96,0,42.9559,0,10961.1
function@PUGH_ReductionNorm4GVs,0,0,0,0,0,7,0,0,0,0,7
function@CCTKi_version_CactusPUGH_PUGHReduce_Startup_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGHReduce_Startup,0,0,0,0,0,53,0,0,0,0,53
function@CCTKi_BindingsThorn_PUGHInterp,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_CactusPUGH_PUGHInterp_InterpGridArrays_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGHInterp_InterpGridArrays,6,0,0,3,0,15,3,0,3,0,10
function@PUGHInterp_DriverInterpolate,66,0,0,17,0,32,1.94504,0,3.98458,0,8.63291
function@PrepareParameterTable,0,0,0,0,0,43,0,0,0,0,20.7941
function@CCTKi_version_CactusPUGH_PUGHInterp_Startup_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGHInterp_Startup,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_src_datestamp_c,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DateStamp,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_CompileTime,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_CompileDate,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_CompileDateTime,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_FullVersion,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_MajorVersion,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_MinorVersion,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_MicroVersion,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_BindingsThorn_ADMCoupling,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_BindingsThorn_Cactus,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_comm_CactusDefaultComm_c,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultSetupGH,0,0,0,0,0,45,0,0,0,0,8.89306
function@CactusDefaultMyProc,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultnProcs,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultExit,0,0,0,0,0,1,0,0,0,0,1
function@CactusDefaultAbort,0,0,0,0,0,1,0,0,0,0,1
function@CactusDefaultBarrier,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultSyncGroup,0,0,0,0,0,3,0,0,0,0,3
function@CactusDefaultSyncGroupsByDirI,0,0,0,0,0,11,0,0,0,0,55.0882
