"Função heurística: div(cost,mul(area,pow(degree,2)))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@writeout_,175,68,0,119,45,599,28164.3,9833.75,1832.73,2263.08,35179.5
function@_QMplane_source_modPplane_source_init,4,0,0,3,0,136,206.522,0,3,0,4599.23
function@_QMplane_source_modPplane_source_read,35,20,0,28,16,189,523.686,487.652,184.467,155.818,2112.5
function@_QMplane_source_modPplane_source_apply,18,26,0,20,5,12,23.4375,345.438,16,3.5,58.75
function@_QMplane_source_modPplane_source_end,0,0,0,0,0,0,0,0,0,0,0
function@_QMcommunicate_modPcom_init_mpi,0,0,0,0,0,3,0,0,0,0,3
function@_QMcommunicate_modPcommunicate_end,0,0,0,0,0,16,0,0,0,0,8.89412
function@init_,42,0,0,3,0,364,22.1309,0,3,0,69.463
function@_QMmur_modPmur_init,96,81,0,59,17,237,103.77,83.5432,31.9824,33.0566,324.055
function@_QMmur_modPmur_updatee,478,585,0,312,197,63,250.887,608.192,81.1325,48.404,79.2583
function@_QMmur_modPmur_storee,151,102,0,116,26,78,388.593,219.87,131.13,105.852,173.167
function@_QMmur_modPmur_end,0,0,0,0,0,72,0,0,0,0,10.3125
function@_QMmur_modPmur_set_mf_arrays,51,25,0,42,5,30,3348.8,1277.7,378.9,44.55,3814.5
function@_QMupdate_modPupdate_init,0,0,0,0,0,2,0,0,0,0,2
function@_QMupdate_modPupdateh,119,6,0,36,12,0,119,6,36,12,0
function@_QMupdate_modPupdateh..omp_par.4,231,151,0,154,128,7,30411.3,13277.3,6740.75,13192.8,441
function@_QMupdate_modPupdateh..omp_par.3,45,37,0,54,26,7,1228.58,6314.92,81.1667,69.0833,2388.75
function@_QMupdate_modPupdateh..omp_par.2,18,17,0,28,11,1,436.833,481.917,67.5,7.33333,341.25
function@_QMupdate_modPupdateh..omp_par.1,27,18,0,33,15,3,463.333,1835,50.25,31.25,683.167
