"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@_ZN6dealii13MatrixCreator18create_mass_matrixILi3EdLi3EEEvRKNS_7MappingIXT_EXT1_EEERKNS_10DoFHandlerIXT_EXT1_EEERKNS_10QuadratureIXT_EEERNS_12SparseMatrixIT0_EEPKNS_8FunctionIXT1_EEE,6,0,0,1,0,27,40.6208,0,0.624998,0,161.501
function@_ZN6dealii7Threads11split_rangeINS_18TriaActiveIteratorINS_15DoFCellAccessorINS_10DoFHandlerILi3ELi3EEEEEEEEESt6vectorISt4pairIT_SA_ESaISB_EERKSA_SF_j,5,2,0,3,0,22,6.87493,0.5,1.3125,0,138.457
function@_ZN6dealii13MatrixCreator20create_mass_matrix_1ILi3EdLi3EEEvRKNS_7MappingIXT_EXT1_EEERKNS_10DoFHandlerIXT_EXT1_EEERKNS_10QuadratureIXT_EEERNS_12SparseMatrixIT0_EEPKNS_8FunctionIXT1_EEENS0_13IteratorRangeIS7_EERNS_7Threads16DummyThreadMutexE,88,0,0,21,0,116,26055,0,1216.61,0,9.61308e+06
function@_ZN6dealii7Threads8internal16fun_encapsulatorIvN5boost6tuples5tupleIRKNS_7MappingILi3ELi3EEERKNS_10DoFHandlerILi3ELi3EEERKNS_10QuadratureILi3EEERNS_12SparseMatrixIdEEPKNS_8FunctionILi3EEENS_13MatrixCreator13IteratorRangeISB_EERNS0_16DummyThreadMutexENS4_9null_typeESU_SU_EELi7EEclES9_SD_SH_SK_SO_SR_ST_,0,0,0,0,0,25,0,0,0,0,16.1719
function@_ZN6dealii7Threads6ThreadIvED2Ev,0,0,0,0,0,2,0,0,0,0,0.307692
function@__clang_call_terminate,0,0,0,0,0,0,0,0,0,0,0
function@_ZN6dealii7Threads11ThreadGroupIvED2Ev,0,0,0,0,0,5,0,0,0,0,50.25
function@_ZN6dealii13MatrixCreator18create_mass_matrixILi3EdLi3EEEvRKNS_10DoFHandlerIXT_EXT1_EEERKNS_10QuadratureIXT_EEERNS_12SparseMatrixIT0_EEPKNS_8FunctionIXT1_EEE,0,0,0,0,0,6,0,0,0,0,6
function@_ZN6dealii13MatrixCreator18create_mass_matrixILi3EdLi3EEEvRKNS_7MappingIXT_EXT1_EEERKNS_10DoFHandlerIXT_EXT1_EEERKNS_10QuadratureIXT_EEERNS_12SparseMatrixIT0_EERKNS_8FunctionIXT1_EEERNS_6VectorIdEEPSK_,5,0,0,3,0,36,42.6209,0,2.25,0,243.118
function@_ZN6dealii13MatrixCreator20create_mass_matrix_2ILi3EdLi3EEEvRKNS_7MappingIXT_EXT1_EEERKNS_10DoFHandlerIXT_EXT1_EEERKNS_10QuadratureIXT_EEERNS_12SparseMatrixIT0_EERKNS_8FunctionIXT1_EEERNS_6VectorIdEEPSK_NS0_13IteratorRangeIS7_EERNS_7Threads16DummyThreadMutexE,113,0,0,33,0,143,105863,0,6541.4,0,2.02027e+07
