"Função heurística: div(cost,pow(degree,2))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@re_set_syntax,0,0,0,0,0,0,0,0,0,0,0
function@re_compile_fastmap,125,12,0,9,19,81,432.677,51.2407,50.4246,56.9877,431.531
function@re_set_registers,0,0,0,0,0,0,0,0,0,0,0
function@re_search,0,0,0,0,0,0,0,0,0,0,0
function@re_search_2,6,3,0,3,1,11,4.49878,0.888078,1.19221,0.194647,3.3017
function@re_match_2_internal,732,360,0,233,137,92,388.978,55.2164,41.7757,19.9773,99.1678
function@group_match_null_string_p,5,4,0,4,1,9,6.29456,4.90125,6.21539,2.04183,70.2789
function@common_op_match_null_string_p,1,0,0,1,0,4,0.0714285,0,1,0,2.14286
function@re_match,0,0,0,0,0,0,0,0,0,0,0
function@re_match_2,0,0,0,0,0,2,0,0,0,0,2
function@re_compile_pattern,0,0,0,0,0,1,0,0,0,0,1
function@regex_compile,581,434,0,406,281,235,39.6763,34.9462,41.4594,21.1736,31.5445
function@compile_range,5,3,0,2,10,12,1.44853,0.926471,0.933824,1.89706,12.6912
function@regcomp,3,2,0,4,3,7,2.61905,1.61905,3.61905,1.80952,23.7381
function@regexec,5,3,0,3,3,7,8.4707,0.410156,1.00781,1.04883,14.4888
function@regerror,0,0,0,0,0,4,0,0,0,0,4
function@regfree,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_BindingsThorn_PUGHReduce,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionAvg_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionAvgArrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionAvg,551,321,0,255,251,251,53803.3,39528.7,13499,7942.69,52300.1
function@PUGH_ReductionAvgGVs,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionNorm3_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNorm3Arrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionNorm3,444,298,0,224,250,304,31875.6,34951.4,9333.75,8752.89,59538.6
function@PUGH_ReductionNorm3GVs,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionNorm2_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNorm2Arrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionNorm2,502,308,0,234,267,284,46196.5,37464,10029.5,9159.83,55649.2
function@PUGH_ReductionNorm2GVs,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionNormInf_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNormInfArrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionNormInf,490,280,0,246,209,284,44110.2,38189.9,10550.8,7161.55,54381.7
function@PUGH_ReductionNormInfGVs,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_CactusPUGH_PUGHReduce_ReduceGA_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReduceGridArrays,90,23,0,38,28,13,193.684,18.0626,20.0742,8.92249,80.8041
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionCount_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionCountArrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionCount,0,0,0,0,0,4,0,0,0,0,22.5517
function@PUGH_ReductionCountGVs,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_CactusPUGH_PUGHReduce_ReduceArraysGlobally_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReduceArraysGlobally,26,2,0,8,1,8,20.418,1.90625,6.71484,0.09375,46.351
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionNorm1_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNorm1Arrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionNorm1,524,322,0,234,252,290,42068.6,36897,8402.94,7763.87,56806.6
function@PUGH_ReductionNorm1GVs,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_CactusPUGH_PUGHReduce_Reduction_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionArrays,9,5,0,9,2,15,17.7104,9.21875,10.9333,0.75,43.2632
function@copy_real_to_outtype,21,42,0,9,24,33,0.763209,14.8728,1.40705,3.27593,25.0998
function@PUGH_ReductionGVs,43,8,0,12,13,7,225.762,16.4258,17.5244,15.1602,49.3164
function@CCTKi_version_CactusPUGH_PUGHReduce_ReductionSum_c,0,0,0,0,0,0,0,0,0,0,0
