"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@_ZN8cPSquareD0Ev,0,0,0,0,0,1,0,0,0,0,9.53674e-07
function@_ZNK12cNamedObject7getNameEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cObject11getFullNameEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK8cPSquare12detailedInfoB5cxx11Ev,0,2,0,1,1,12,0,20.9952,0.999998,0.624998,62.9858
function@_ZNK8cPSquare3dupEv,0,0,0,0,0,4,0,0,0,0,2
function@_ZN8cPSquare10parsimPackEP11cCommBuffer,0,0,0,0,0,2,0,0,0,0,1.5
function@_ZN8cPSquare12parsimUnpackEP11cCommBuffer,0,0,0,0,0,2,0,0,0,0,1.5
function@_ZNK12cOwnedObject8getOwnerEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cNamedObject14getNamePoolingEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN15cDensityEstBase7collectE7SimTime,0,0,0,0,0,0,0,0,0,0,0
function@_ZN8cPSquare5mergeEPK10cStatistic,0,0,0,0,0,2,0,0,0,0,1.5
function@_ZNK7cStdDev8getCountEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev6getSumEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev9getSqrSumEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev6getMinEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev6getMaxEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev7getMeanEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev10getWeightsEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev14getWeightedSumEv,0,0,0,0,0,0,0,0,0,0,0
