"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@flux_,26,0,0,14,0,16,26,0,14,0,16
function@flux_..omp_par.4,138,13,0,91,10,27,810101,43446.9,53054.8,2636.5,104295
function@flux_..omp_par.3,53,11,0,42,2,26,16392.1,2633.75,1065.42,21.9167,6432.58
function@flux_..omp_par.2,20,6,0,23,3,12,3988.75,914.167,123.417,35.1667,2159.83
function@flux_..omp_par.1,323,62,0,77,162,28,13213.9,4161.37,3728.05,11669.9,8581.5
function@flux_..omp_par,20,6,0,23,3,12,3988.75,914.167,123.417,35.1667,2159.83
function@_QQmain,0,0,0,0,0,136,0,0,0,0,131.619
function@jacobian_,3,0,0,3,0,9,3,0,3,0,9
function@jacobian_..omp_par,57,15,0,61,4,51,319733,43886.8,139096,43.8333,401067
function@fill1_,3,0,0,2,0,3,3,0,2,0,3
function@fill1_..omp_par.1,1,1,0,2,0,4,1,0.666667,2,0,24.25
function@fill1_..omp_par,7,5,0,11,1,9,83.9167,194.25,29.5833,21.25,139.917
function@shell_,97,7,0,41,0,92,1424.43,62.0952,117.381,0,10864.9
function@shell_..omp_par.8,13,6,0,18,2,7,701.25,194.333,109.75,42.5,203.917
function@shell_..omp_par.7,94,9,0,85,25,32,5.99818e+06,9060.58,208007,41044,2.28832e+06
function@shell_..omp_par.6,87,10,0,87,35,24,1.15992e+08,17847.2,1.54758e+06,2.5242e+06,7.92243e+07
function@shell_..omp_par.5,6,2,0,8,1,19,422.625,24.875,7.625,0.625,80405.8
function@shell_..omp_par.4,27,25,0,37,8,38,1494.81,1137.69,653.125,460.75,1944.69
function@shell_..omp_par.3,14,4,0,17,2,12,9177.42,61,35.9167,21.9167,17884.8
function@shell_..omp_par.2,61,19,0,24,7,10,1200.83,1387.25,114.083,421.25,1172
function@shell_..omp_par.1,8,8,0,13,0,10,66.6667,273.167,48.0833,0,37.9167
function@shell_..omp_par,28,8,0,35,9,4,79202.2,1354,1485.33,26.5833,24.25
function@.omp.reduction.func,0,0,0,0,0,2,0,0,0,0,2
function@bi_cgstab_block_,50,1,0,18,0,51,572.812,15.9375,31.4375,0,319.875
function@bi_cgstab_block_..omp_par.12,9,6,0,13,0,12,724.25,695.312,61.1875,0,2777.56
function@bi_cgstab_block_..omp_par.11,49,18,0,34,22,14,49730.6,37831.5,17250.1,44616.5,109839
function@bi_cgstab_block_..omp_par.10,14,7,0,17,0,13,3637.69,3195.25,84.125,0,3027.5
function@bi_cgstab_block_..omp_par.9,35,13,0,33,6,10,23604.1,11621.1,1390.5,2154.17,7339.17
function@bi_cgstab_block_..omp_par.8,13,7,0,16,0,14,6136.5,707.75,83.125,0,3028.12
function@bi_cgstab_block_..omp_par.7,28,14,0,27,8,6,15788.3,21840.2,3748.08,9727.33,2670.5
function@bi_cgstab_block_..omp_par.6,13,7,0,16,0,14,6136.5,707.75,83.125,0,3028.12
function@bi_cgstab_block_..omp_par.5,8,5,0,13,1,10,486.125,69.6875,49.75,19.9375,756.312
function@bi_cgstab_block_..omp_par,55,12,0,46,8,16,58733.8,12417.8,2420.83,3007.33,20048.2
function@mat_times_vec_,3,0,0,3,0,3,3,0,3,0,3
function@mat_times_vec_..omp_par,83,14,0,74,21,19,2.37414e+07,190927,1.10325e+06,64488.9,1.03522e+06
function@.omp.reduction.func,0,0,0,0,0,0,0,0,0,0,0
function@.omp.reduction.func.1,0,0,0,0,0,0,0,0,0,0,0
function@.omp.reduction.func.2,0,0,0,0,0,0,0,0,0,0,0
function@.omp.reduction.func.3,0,0,0,0,0,0,0,0,0,0,0
function@.omp.reduction.func.4,0,0,0,0,0,0,0,0,0,0,0
function@fill2_,0,0,0,0,0,4,0,0,0,0,4
function@fill2_..omp_par.1,2,2,0,3,0,5,1.66667,26.5,2.66667,0,24.9167
function@fill2_..omp_par,3,2,0,4,0,5,14.9167,26.5,3.33333,0,24.9167
