"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@_ZN8cPSquareD0Ev,0,0,0,0,0,6,0,0,0,0,3
function@_ZNK12cNamedObject7getNameEv,0,0,0,0,0,1,0,0,0,0,1
function@_ZNK7cObject11getFullNameEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK8cPSquare12detailedInfoB5cxx11Ev,0,0,0,0,0,22,0,0,0,0,139.968
function@_ZNK8cPSquare3dupEv,0,0,0,0,0,15,0,0,0,0,9
function@_ZN8cPSquare10parsimPackEP11cCommBuffer,0,0,0,0,0,8,0,0,0,0,6
function@_ZN8cPSquare12parsimUnpackEP11cCommBuffer,0,0,0,0,0,8,0,0,0,0,6
function@_ZNK12cOwnedObject8getOwnerEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK12cOwnedObject13isOwnedObjectEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cNamedObject14getNamePoolingEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK12cOwnedObject11isSoftOwnerEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN10cStatistic21getAttributesToRecordER14opp_string_map,0,0,0,0,0,0,0,0,0,0,0
function@_ZN15cDensityEstBase7collectE7SimTime,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev10isWeightedEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN8cPSquare5mergeEPK10cStatistic,0,0,0,0,0,8,0,0,0,0,6
function@_ZNK7cStdDev8getCountEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev6getSumEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev9getSqrSumEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev6getMinEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev6getMaxEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev7getMeanEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZNK7cStdDev10getWeightsEv,0,0,0,0,0,0,0,0,0,0,0
