"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@re_set_syntax,0,0,0,0,0,0,0,0,0,0,0
function@re_compile_fastmap,28,5,0,10,5,97,41.1145,30.1383,4.44888,7.27165,487.754
function@re_set_registers,0,0,0,0,0,0,0,0,0,0,0
function@re_search,0,0,0,0,0,0,0,0,0,0,0
function@re_search_2,6,2,0,3,0,13,4.56691,0.710462,1.10706,0,5.16302
function@re_match_2_internal,646,182,0,194,42,300,266.614,69.1816,31.7012,4.31248,94.2149
function@group_match_null_string_p,3,1,0,3,0,11,0.813586,2.1077,3.6077,0,72.4315
function@common_op_match_null_string_p,0,0,0,0,0,4,0,0,0,0,1.17857
function@re_match,0,0,0,0,0,0,0,0,0,0,0
function@re_match_2,0,0,0,0,0,0,0,0,0,0,0
function@re_compile_pattern,0,0,0,0,0,1,0,0,0,0,1
function@regex_compile,503,80,0,309,62,419,27.8413,1.34961,29.6612,4.2202,46.774
function@compile_range,0,1,0,1,0,17,0,0.191176,0.191176,0,13.0956
function@regcomp,2,1,0,2,1,10,0.809524,0.809524,0.809524,0.809524,25.7381
function@regexec,7,5,0,6,1,18,13.4033,0.55664,0.727539,0.0488281,13.1206
function@regerror,0,0,0,0,0,8,0,0,0,0,6.62499
function@regfree,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_BindingsThorn_PUGHReduce,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionAvgArrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionAvg,413,180,0,223,32,580,19236,25619.7,6897.44,307.998,74530.9
function@PUGH_ReductionAvgGVs,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNorm3Arrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionNorm3,359,180,0,238,23,575,22996.8,24018.5,11171.1,147.838,69231.3
function@PUGH_ReductionNorm3GVs,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNorm2Arrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionNorm2,371,173,0,240,28,564,23841,21254.3,8257.97,206.324,64724.4
function@PUGH_ReductionNorm2GVs,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionNormInfArrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionNormInf,346,165,0,222,26,583,21328.5,20750.9,8194.21,293.162,70423.4
function@PUGH_ReductionNormInfGVs,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReduceGridArrays,59,15,0,38,11,48,111.035,13.5626,28.7344,3.35945,152.315
function@PUGH_ReductionCountArrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionCount,0,0,0,0,0,4,0,0,0,0,22.5517
function@PUGH_ReductionCountGVs,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReduceArraysGlobally,11,1,0,6,0,12,5.34165,0.90625,4.46424,0,49.351
function@PUGH_ReductionNorm1Arrays,0,0,0,0,0,0,0,0,0,0,0
function@ReductionNorm1,385,177,0,219,30,552,16245.9,22040,6932.25,1415.29,65471.8
function@PUGH_ReductionNorm1GVs,0,0,0,0,0,0,0,0,0,0,0
function@PUGH_ReductionArrays,2,4,0,4,0,17,0.37085,9.1875,1.4375,0,44.2319
function@copy_real_to_outtype,13,8,0,21,4,51,0.348337,4.27397,0.958904,0.203523,24.863
function@PUGH_ReductionGVs,25,4,0,16,0,16,194.733,8.30078,29.3652,0,103.539
function@PUGH_ReductionSumArrays,0,0,0,0,0,0,0,0,0,0,0
