"Função heurística: div(cost,mul(area,degree))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@CCTKi_version_CactusPUGH_PUGHInterp_InterpGridArrays_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGHInterp_InterpGridArrays,0,9,0,9,0,0,0,3.42857,9,0,0
function@PUGHInterp_DriverInterpolate,22,21,0,10,2,9,1.09131,0.300183,1.0841,0.0983474,1.08973
function@PrepareParameterTable,15,30,0,9,18,8,38.633,22.6789,4.89908,4.81651,43.3119
function@CCTKi_version_CactusPUGH_PUGHInterp_Startup_c,0,0,0,0,0,0,0,0,0,0,0
function@PUGHInterp_Startup,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_src_datestamp_c,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DateStamp,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_CompileTime,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_CompileDate,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_CompileDateTime,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_FullVersion,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_MajorVersion,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_MinorVersion,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_MicroVersion,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_BindingsThorn_ADMCoupling,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_BindingsThorn_Cactus,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_comm_CactusDefaultComm_c,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultSetupGH,4,20,0,5,4,9,1.51379,5.57267,0.937646,1.70311,4.71091
function@CactusDefaultMyProc,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultnProcs,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultExit,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultAbort,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultBarrier,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultSyncGroup,0,0,0,0,0,1,0,0,0,0,0.999999
function@CactusDefaultSyncGroupsByDirI,0,0,0,0,0,3,0,0,0,0,26.52
function@CactusDefaultEnableGroupStorage,0,0,0,0,0,1,0,0,0,0,0.999999
function@CactusDefaultGroupStorageIncrease,1,0,0,0,6,6,1,0,0,8.85185,22.4259
function@CactusDefaultDisableGroupStorage,0,0,0,0,0,1,0,0,0,0,0.999999
function@CactusDefaultGroupStorageDecrease,1,0,0,0,6,6,1,0,0,8.85185,20.4444
function@CactusDefaultInterpGridArrays,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_comm_Interp_c,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_NumInterpOperators,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_InterpOperatorImplementation,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_InterpRegisterOpLocalUniform,0,0,0,0,0,3,0,0,0,0,1.77148
function@CCTK_InterpHandle,0,0,0,0,0,2,0,0,0,0,2
function@cctk_interphandle_,0,0,0,0,0,2,0,0,0,0,2
function@CCTK_InterpOperator,0,0,0,0,0,0,0,0,0,0,0
function@cctk_interpgridarrays_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_InterpLocalUniform,0,0,0,0,0,0,0,0,0,0,0
function@cctk_interplocaluniform_,0,4,0,4,0,0,0,1.6,4,0,0
function@CCTKi_version_comm_Reduction_c,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_RegisterReductionOperator,0,0,0,0,0,4,0,0,0,0,2.60937
function@CCTK_ReductionHandle,0,0,0,0,0,2,0,0,0,0,2
function@cctk_reductionhandle_,0,0,0,0,0,2,0,0,0,0,2
function@CCTK_Reduce,8,4,0,5,4,6,13.2925,5.3125,1.77246,0.79248,15.625
function@cctk_reduce_,11,5,0,9,2,6,14.4287,5.41016,7.54639,0.183105,10.9375
function@CCTK_RegisterReductionArrayOperator,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_ReductionArrayHandle,0,0,0,0,0,2,0,0,0,0,2
function@cctk_reductionarrayhandle_,0,0,0,0,0,2,0,0,0,0,2
function@CCTK_ReduceArray,13,7,0,7,4,13,24.1943,10,2.13867,0.366211,32.25
function@cctk_reducearray_,15,13,0,9,4,14,24.4385,11.7578,2.91992,0.366211,32.0313
function@CCTK_ReduceLocalScalar,0,0,0,0,0,0,0,0,0,0,0
function@cctk_reducelocalscalar_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_ReduceLocScalar,0,0,0,0,0,0,0,0,0,0,0
function@cctk_reducelocscalar_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_ReduceLocalArray1D,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_ReduceLocArrayToArray1D,0,0,0,0,0,0,0,0,0,0,0
function@cctk_reducelocalarray1d_,0,0,0,0,0,0,0,0,0,0,0
function@cctk_reducelocarraytoarray1d_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_ReduceLocArrayToArray2D,0,0,0,0,0,0,0,0,0,0,0
function@cctk_reducelocarraytoarray2d_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_ReduceLocArrayToArray3D,0,0,0,0,0,1,0,0,0,0,1
function@cctk_reducelocarraytoarray3d_,1,1,0,1,0,0,1,1,1,0,0
function@CCTKi_RegisterLocalArrayReductionOperator,0,0,0,0,0,4,0,0,0,0,2.46875
function@CCTK_LocalArrayReductionHandle,0,0,0,0,0,2,0,0,0,0,2
function@cctk_localarrayreductionhandle_,0,0,0,0,0,2,0,0,0,0,2
function@CCTK_ReduceLocalArrays,0,0,0,0,0,0,0,0,0,0,0
function@cctk_reducelocalarrays_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_NumReduceOperators,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_NumLocalArrayReduceOperators,0,0,0,0,0,0,0,0,0,0,0
function@cctk_numlocalarrayreduceoperators_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_ReduceOperatorImplementation,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_LocalArrayReduceOperatorImplementation,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_ReduceOperator,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_LocalArrayReduceOperator,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_RegisterGridArrayReductionOperator,0,0,0,0,0,1,0,0,0,0,0.380952
function@CCTK_ReduceGridArrays,0,0,0,0,0,0,0,0,0,0,0
function@cctk_reducegridarrays_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_NumGridArrayReductionOperators,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_GridArrayReductionOperator,0,0,0,0,0,1,0,0,0,0,0.999999
function@CCTKi_RegisterReduceArraysGloballyOperator,0,0,0,0,0,1,0,0,0,0,0.380952
function@CCTK_ReduceArraysGlobally,0,0,0,0,0,0,0,0,0,0,0
function@cctk_reducearraysglobally_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_NumReductionArraysGloballyOperators,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_ReductionArraysGloballyOperator,0,0,0,0,0,1,0,0,0,0,0.999999
function@CCTKi_version_comm_CactusSync_c,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_SyncGroupI,0,0,0,0,0,1,0,0,0,0,0.999999
function@CCTK_SyncGroupsI,0,0,0,0,0,0,0,0,0,0,0
function@cctk_syncgroupi_,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_SyncGroupWithVar,0,0,0,0,0,1,0,0,0,0,0.999999
function@cctk_syncgroupwithvar_,0,0,0,0,0,1,0,0,0,0,1
function@CCTK_SyncGroupWithVarI,0,0,0,0,0,1,0,0,0,0,0.999999
function@cctk_syncgroupwithvari_,0,0,0,0,0,0,0,0,0,0,0
function@cctk_syncgroupsi_,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_comm_OverloadComm_c,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadSyncGroup,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadEnableGroupStorage,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadDisableGroupStorage,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadEnableGroupComm,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadDisableGroupComm,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadSyncGroupsByDirI,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadBarrier,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadMyProc,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadnProcs,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadParallelInit,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadExit,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadAbort,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadSetupGH,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadArrayGroupSizeB,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadQueryGroupStorageB,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadGroupDynamicData,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadGroupStorageIncrease,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadGroupStorageDecrease,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadInterpGridArrays,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_SetupCommFunctions,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyEnableGroupComm,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyDisableGroupComm,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyParallelInit,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyArrayGroupSizeB,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyQueryGroupStorageB,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyGroupDynamicData,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummySyncGroup,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyEnableGroupStorage,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyDisableGroupStorage,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummySyncGroupsByDirI,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyBarrier,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyMyProc,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummynProcs,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyExit,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyAbort,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummySetupGH,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyGroupStorageIncrease,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyGroupStorageDecrease,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_DummyInterpGridArrays,0,0,0,0,0,0,0,0,0,0,0
function@cctk_nprocs_,0,0,0,0,0,0,0,0,0,0,0
function@cctk_myproc_,0,0,0,0,0,0,0,0,0,0,0
function@cctk_barrier_,0,0,0,0,0,0,0,0,0,0,0
function@cctk_exit_,0,0,0,0,0,0,0,0,0,0,0
function@cctk_abort_,0,0,0,0,0,0,0,0,0,0,0
function@cctk_syncgroup_,0,0,0,0,0,1,0,0,0,0,1
function@cctk_syncgroupsbydiri_,0,0,0,0,0,0,0,0,0,0,0
function@cctk_enablegroupcomm_,0,0,0,0,0,1,0,0,0,0,1
function@cctk_disablegroupcomm_,0,0,0,0,0,1,0,0,0,0,1
function@cctk_enablegroupstorage_,0,0,0,0,0,1,0,0,0,0,1
function@cctk_disablegroupstorage_,0,0,0,0,0,1,0,0,0,0,1
function@cctk_querygroupstorage_,0,0,0,0,0,1,0,0,0,0,1
function@CCTKi_version_IO_FortranBindingsIO_c,0,0,0,0,0,0,0,0,0,0,0
function@cctk_outputgh_,0,0,0,0,0,0,0,0,0,0,0
function@cctki_registeriomethod_,0,0,0,0,0,2,0,0,0,0,2
function@CCTKi_version_IO_OverloadIO_c,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadOutputGH,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_OverloadOutputVarAsByMethod,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_SetupIOFunctions,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_version_IO_IOMethods_c,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_RegisterIOMethod,0,0,0,0,0,4,0,0,0,0,1.60937
function@DummyOutputGH,0,0,0,0,0,0,0,0,0,0,0
function@DummyOutputVarAs,0,0,0,0,0,0,0,0,0,0,0
function@DummyTriggerOutput,0,0,0,0,0,0,0,0,0,0,0
function@DummyTimeToOutput,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_RegisterIOMethodOutputGH,0,0,0,0,0,1,0,0,0,0,1
function@CCTK_RegisterIOMethodOutputVarAs,0,0,0,0,0,1,0,0,0,0,1
function@CCTK_RegisterIOMethodTriggerOutput,0,0,0,0,0,1,0,0,0,0,1
function@CCTK_RegisterIOMethodTimeToOutput,0,0,0,0,0,1,0,0,0,0,1
function@CCTK_OutputVarAs,0,0,0,0,0,2,0,0,0,0,21.2857
function@cctk_outputvaras_,4,0,0,2,0,1,27.3333,0,2,0,20.2857
function@CCTK_OutputVar,0,0,0,0,0,2,0,0,0,0,21.2857
function@cctk_outputvar_,1,0,0,1,0,2,12.6667,0,0.619048,0,21.2857
function@CCTK_OutputVarByMethod,0,0,0,0,0,0,0,0,0,0,0
function@cctk_outputvarbymethod_,0,0,0,0,0,2,0,0,0,0,2
function@CCTK_NumIOMethods,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_IOMethodImplementation,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_IOMethodName,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_IOMethod,0,0,0,0,0,0,0,0,0,0,0
function@CactusDefaultOutputGH,0,0,0,0,0,2,0,0,0,0,21.2857
function@CactusDefaultOutputVarAsByMethod,0,0,0,0,0,2,0,0,0,0,1.625
function@cctk_outputvarasbymethod_,0,0,0,0,0,3,0,0,0,0,3
function@CCTKi_TriggerSaysGo,0,0,0,0,0,0,0,0,0,0,0
function@CCTKi_TriggerAction,0,0,0,0,0,2,0,0,0,0,21.2857
function@_ZN12cctki_piraha11AutoGrammar17reparserGeneratorEv,290,115,0,352,197,118,209.094,28.9957,163.849,122.101,117.981
function@_ZN12cctki_piraha9smart_ptrINS_7PatternEED2Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha7GrammarD2Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha7GrammarD0Ev,0,0,0,0,0,0,0,0,0,0,0
function@__clang_call_terminate,0,0,0,0,0,0,0,0,0,0,0
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE8_M_eraseEPSt13_Rb_tree_nodeISC_E,0,0,0,0,0,1,0,0,0,0,21.25
function@_ZNSt3mapINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEN12cctki_piraha9smart_ptrINS6_7PatternEEESt4lessIS5_ESaISt4pairIKS5_S9_EEEixERSD_,10,10,0,8,2,9,24.2947,47.4172,14.2595,1.23804,93.3594
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE22_M_emplace_hint_uniqueIJRKSt21piecewise_construct_tSt5tupleIJRS7_EESN_IJEEEEESt17_Rb_tree_iteratorISC_ESt23_Rb_tree_const_iteratorISC_EDpOT_,3,9,0,5,0,8,0.882811,4.03711,3.25,0,4.3125
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE29_M_get_insert_hint_unique_posESt23_Rb_tree_const_iteratorISC_ERS7_,14,18,0,13,3,18,3.82818,4.05498,4.0378,0.42268,4.43986
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE10_Auto_nodeD2Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE17_M_construct_nodeIJRKSt21piecewise_construct_tSt5tupleIJRS7_EESN_IJEEEEEvPSt13_Rb_tree_nodeISC_EDpOT_,2,2,0,2,0,5,0.833333,0.833333,1.5,0,3.16667
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE24_M_get_insert_unique_posERS7_,8,4,0,6,1,14,26.7143,33.7143,3.71429,0.2,158.429
function@_ZN12cctki_piraha7Pattern3fmtB5cxx11Ev,0,0,0,0,0,1,0,0,0,0,1
function@_ZN12cctki_piraha7Pattern6insertERSo,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha9smart_ptrINS_7GrammarEE5cleanEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha7Nothing5matchEPNS_7MatcherE,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha7PatternD2Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha7NothingD0Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha11AutoGrammar19fileParserGeneratorEv,541,207,0,561,304,187,390.538,72.9811,272.688,171.202,149.962
function@_ZN12cctki_piraha5Group4dumpERSo,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha5Group4dumpEiRSoi,0,0,0,0,0,4,0,0,0,0,12.8125
function@_ZN12cctki_piraha5Group8dumpPerlERSo,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha5Group8dumpPerlERSoi,2,24,0,5,1,17,0.645826,36.5511,4.3906,19.9995,58.1655
function@_ZN12cctki_piraha5Group14getPatternNameB5cxx11Ev,0,0,0,0,0,5,0,0,0,0,4.16667
function@_ZN12cctki_piraha5Group4lineEv,0,0,0,0,0,5,0,0,0,0,27.16
function@_ZN12cctki_piraha5Group10dumpPythonERSo,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha5Group10dumpPythonERSoi,2,24,0,5,1,17,0.645826,36.5511,4.3906,19.9995,58.1655
function@_ZN12cctki_piraha5Group9substringB5cxx11Ev,8,2,0,6,3,3,104.998,15.9998,65.4991,32.4995,31.9995
function@_GLOBAL__sub_I_smart_ptr.cc,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha6Lookup5matchEPNS_7MatcherE,2,7,0,6,1,35,1.49914,3.99793,4.49871,0.999482,25.897
function@_ZN12cctki_piraha6LookupD2Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha6LookupD0Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha6Lookup3fmtB5cxx11Ev,0,1,0,1,0,4,0,0.999996,1,0,3
function@_ZN12cctki_piraha6Lookup6insertERSo,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha6LookupC2ENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEENS_9smart_ptrINS_7GrammarEEE,8,7,0,4,1,13,4.33333,2.1875,3.5,0.499999,5.35108
function@__clang_call_terminate,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha9smart_ptrINS_7GrammarEE5cleanEv,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha7GrammarD2Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha7GrammarD0Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE8_M_eraseEPSt13_Rb_tree_nodeISC_E,0,0,0,0,0,1,0,0,0,0,21.25
function@_ZN12cctki_piraha9smart_ptrINS_7PatternEED2Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha4JMap3getENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE,8,9,0,6,1,9,23,46.9423,12.7692,0.230769,94.0385
