"Função heurística: original",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@png_set_bgr,0,0,0,0,0,0,0,0,0,0,0
function@png_set_swap,0,0,0,0,0,0,0,0,0,0,0
function@png_set_packing,0,0,0,0,0,0,0,0,0,0,0
function@png_set_packswap,0,0,0,0,0,0,0,0,0,0,0
function@png_set_shift,0,0,0,0,0,0,0,0,0,0,0
function@png_set_interlace_handling,0,0,0,0,0,1,0,0,0,0,1
function@png_set_filler,0,0,0,0,0,0,0,0,0,0,0
function@png_set_add_alpha,0,0,0,0,0,0,0,0,0,0,0
function@png_set_swap_alpha,0,0,0,0,0,0,0,0,0,0,0
function@png_set_invert_alpha,0,0,0,0,0,0,0,0,0,0,0
function@png_set_invert_mono,0,0,0,0,0,0,0,0,0,0,0
function@png_do_invert,17,4,0,2,4,29,10.9255,5.07692,1.33333,3.62027,24.3443
function@png_do_swap,2,4,0,2,1,3,0.647059,8.47059,0.980392,0.235294,5.31373
function@png_do_packswap,0,0,0,0,0,0,0,0,0,0,0
function@png_do_strip_channel,1,2,0,1,2,0,0.223776,0.216783,0.328671,0.216783,0
function@png_do_bgr,0,0,0,0,0,4,0,0,0,0,0.104348
function@png_do_check_palette_indexes,43,9,0,9,9,53,4.88095,0.761905,0.993895,1.10379,9.23382
function@png_set_user_transform_info,0,0,0,0,0,0,0,0,0,0,0
function@png_get_user_transform_ptr,0,0,0,0,0,0,0,0,0,0,0
function@png_get_current_row_number,0,0,0,0,0,0,0,0,0,0,0
function@png_get_current_pass_number,0,0,0,0,0,0,0,0,0,0,0
function@png_save_uint_32,0,0,0,0,0,0,0,0,0,0,0
function@png_save_int_32,0,0,0,0,0,0,0,0,0,0,0
function@png_save_uint_16,0,0,0,0,0,0,0,0,0,0,0
function@png_write_sig,0,0,0,0,0,0,0,0,0,0,0
function@png_write_chunk_start,0,0,0,0,0,2,0,0,0,0,1.25
function@png_write_chunk_data,0,0,0,0,0,1,0,0,0,0,0.75
function@png_write_chunk_end,0,0,0,0,0,0,0,0,0,0,0
function@png_write_chunk,0,0,0,0,0,0,0,0,0,0,0
function@png_write_complete_chunk,0,0,0,0,0,4,0,0,0,0,3.25
function@png_write_IHDR,4,0,0,2,3,4,4,0,2,1.375,4
function@png_write_PLTE,0,0,0,0,0,2,0,0,0,0,0.5
function@png_write_IDAT,3,4,0,2,2,7,0.398437,0.155273,0.28125,0.0292968,1.61523
function@png_write_IEND,0,0,0,0,0,0,0,0,0,0,0
function@png_write_gAMA_fixed,0,0,0,0,0,0,0,0,0,0,0
function@png_write_sRGB,0,0,0,0,0,1,0,0,0,0,1
function@png_write_iCCP,0,0,0,0,0,8,0,0,0,0,3.76172
function@png_check_keyword,0,0,0,0,0,14,0,0,0,0,12.5054
function@png_text_compress,1,0,0,1,0,6,0.624962,0,0.625,0,11.0074
function@png_write_compressed_data_out,18,18,0,5,13,6,5.27637,21.1855,5.59473,1.18066,16.4687
function@png_write_sPLT,6,12,0,8,4,4,21.3125,12.0742,18.6406,9.30078,5.07812
function@png_write_sBIT,0,0,0,0,0,0,0,0,0,0,0
function@png_write_cHRM_fixed,0,0,0,0,0,3,0,0,0,0,1.875
function@png_write_tRNS,0,0,0,0,0,6,0,0,0,0,1.125
function@png_write_bKGD,0,0,0,0,0,6,0,0,0,0,1.34375
function@png_write_hIST,0,0,0,0,0,4,0,0,0,0,11.5
function@png_write_tEXt,2,2,0,1,2,6,0.634766,0.390625,0.244141,0.380859,4.02539
function@png_write_zTXt,0,5,0,2,0,12,0,0.546264,0.317383,0,4.34277
function@png_write_iTXt,5,16,0,8,7,7,2.03125,5.86328,4.04688,2.27539,3.95312
function@png_write_oFFs,0,0,0,0,0,3,0,0,0,0,3
function@png_write_pCAL,13,20,0,11,7,5,63.5469,69.7188,41.2969,26,68.8125
function@png_write_sCAL_s,3,0,0,1,0,4,2,0,1,0,4
function@png_write_pHYs,0,0,0,0,0,3,0,0,0,0,3
function@png_write_tIME,0,0,0,0,0,3,0,0,0,0,1.5625
function@png_write_start_row,0,0,0,0,0,6,0,0,0,0,3.5
function@png_zlib_claim,0,0,0,0,0,5,0,0,0,0,2.8125
function@png_write_finish_row,11,16,0,11,9,18,0.677075,0.624948,0.677075,0.364575,0.600889
function@png_zlib_release,0,0,0,0,0,2,0,0,0,0,1.3125
function@png_do_write_interlace,16,17,0,11,11,11,7.49219,20.6562,1.1875,7.16406,20.4688
function@png_write_find_filter,541,305,0,282,209,92,509.623,327.44,139.787,175.616,183.348
function@png_set_sig_bytes,0,0,0,0,0,0,0,0,0,0,0
function@png_sig_cmp,2,2,0,2,2,1,0.842105,0.842105,0.947368,2,0.473684
function@png_zalloc,0,0,0,0,0,3,0,0,0,0,2
function@png_zfree,0,0,0,0,0,0,0,0,0,0,0
function@png_reset_crc,0,0,0,0,0,0,0,0,0,0,0
function@png_calculate_crc,0,0,0,0,0,4,0,0,0,0,33.875
function@png_user_version_check,0,0,0,0,0,1,0,0,0,0,0.999999
function@png_get_header_ver,0,0,0,0,0,0,0,0,0,0,0
function@png_create_info_struct,0,0,0,0,0,2,0,0,0,0,1.38095
function@png_info_init_3,0,0,0,0,0,1,0,0,0,0,0.32
function@png_destroy_info_struct,0,0,0,0,0,0,0,0,0,0,0
function@png_info_destroy,0,0,0,0,0,0,0,0,0,0,0
function@png_data_freer,0,0,0,0,0,0,0,0,0,0,0
function@png_free_data,0,0,0,0,0,10,0,0,0,0,15.2586
function@png_get_io_ptr,0,0,0,0,0,0,0,0,0,0,0
function@png_init_io,0,0,0,0,0,0,0,0,0,0,0
function@png_convert_to_rfc1123,6,8,0,7,5,11,0.0292969,0.078125,0.0537109,0.0439453,1.22461
function@png_get_copyright,0,0,0,0,0,0,0,0,0,0,0
function@png_get_libpng_ver,0,0,0,0,0,0,0,0,0,0,0
function@png_get_header_version,0,0,0,0,0,0,0,0,0,0,0
function@png_handle_as_unknown,1,0,0,1,1,1,1,0,0.153846,1,4.90385
function@png_chunk_unknown_handling,1,0,0,1,1,1,0.999999,0,0.198413,1,6.15079
function@png_reset_zstream,0,0,0,0,0,0,0,0,0,0,0
function@png_access_version_number,0,0,0,0,0,0,0,0,0,0,0
function@png_check_cHRM_fixed,5,3,0,4,9,8,3.5098,1.72549,2.5098,3.96078,4.86275
function@png_64bit_product,0,0,0,0,0,3,0,0,0,0,3
function@png_xy_from_XYZ,9,14,0,7,4,0,2.80809,1.71419,1.79208,1.03462,0
function@png_muldiv,0,0,0,0,0,0,0,0,0,0,0
function@png_XYZ_from_xy,15,50,0,26,22,0,0.0134086,2.28483,1.53095,0.0374702,0
function@png_reciprocal,0,0,0,0,0,1,0,0,0,0,1
function@png_XYZ_from_xy_checked,0,0,0,0,0,2,0,0,0,0,2
function@png_check_IHDR,0,3,0,1,1,0,0,1.875,1,1,0
function@png_check_fp_number,4,6,0,2,7,7,27.5401,5.36527,1.27186,17.606,22.1006
function@png_check_fp_string,0,0,0,0,0,1,0,0,0,0,0.999999
function@png_ascii_from_fp,27,14,0,16,30,43,63.7363,77.8796,47.4038,166.169,659.958
function@png_ascii_from_fixed,46,9,0,19,21,17,53.2161,9.1217,6.02441,16.508,132.698
function@png_fixed,0,0,0,0,0,0,0,0,0,0,0
function@png_muldiv_warn,0,0,0,0,0,1,0,0,0,0,1
function@png_reciprocal2,0,0,0,0,0,1,0,0,0,0,1
function@png_gamma_8bit_correct,0,0,0,0,0,1,0,0,0,0,1
function@png_gamma_16bit_correct,0,0,0,0,0,1,0,0,0,0,1
function@png_gamma_correct,0,0,0,0,0,1,0,0,0,0,1
function@png_gamma_significant,0,0,0,0,0,1,0,0,0,0,1
function@png_destroy_gamma_table,0,0,0,0,0,3,0,0,0,0,30.6
function@png_build_gamma_table,39,22,0,11,21,30,936.956,576.581,116.794,227.963,662.169
function@png_build_16bit_table,17,25,0,5,17,18,2819.83,4903.98,3.19048,63.381,4915.6
function@png_get_uint_31,0,0,0,0,0,0,0,0,0,0,0
function@png_get_uint_32,0,0,0,0,0,0,0,0,0,0,0
function@png_get_int_32,0,0,0,0,0,0,0,0,0,0,0
function@png_get_uint_16,0,0,0,0,0,0,0,0,0,0,0
function@png_read_sig,0,4,0,1,3,0,0,1.5,0.5,1.5,0
function@png_read_chunk_header,0,0,0,0,0,2,0,0,0,0,1.99999
function@png_check_chunk_name,0,0,0,0,0,1,0,0,0,0,0.999998
function@png_crc_read,0,0,0,0,0,0,0,0,0,0,0
function@png_crc_finish,3,7,0,4,0,1,33,35.5,18.625,0,0.999999
function@png_crc_error,0,0,0,0,0,1,0,0,0,0,0.999999
function@png_decompress_chunk,28,19,0,13,23,8,8.20721,17.603,4.57138,12.474,12.7875
function@png_handle_IHDR,7,6,0,7,2,1,6.99997,5.99998,5.99998,0.999996,0.999996
function@png_handle_PLTE,5,2,0,1,1,2,0.15625,0.1875,0.125,0.125,0.437499
function@png_handle_IEND,0,0,0,0,0,1,0,0,0,0,1
function@png_handle_gAMA,0,0,0,0,0,0,0,0,0,0,0
function@png_handle_sBIT,0,0,0,0,0,3,0,0,0,0,0.322265
function@png_handle_cHRM,24,48,0,22,7,0,0.910144,1.46887,1.29523,0.330054,0
function@png_handle_sRGB,0,0,0,0,0,0,0,0,0,0,0
function@png_handle_iCCP,2,6,0,3,4,5,0.0428464,0.107116,0.0856929,0.0856928,2.20422
function@png_handle_sPLT,14,6,0,3,4,9,1.11914,0.215698,0.111328,0.181274,3.83984
function@png_handle_tRNS,0,0,0,0,0,0,0,0,0,0,0
function@png_handle_bKGD,0,0,0,0,0,1,0,0,0,0,0.171875
function@png_handle_hIST,0,0,0,0,0,1,0,0,0,0,0.687499
function@png_handle_pHYs,0,0,0,0,0,0,0,0,0,0,0
function@png_handle_oFFs,0,0,0,0,0,0,0,0,0,0,0
function@png_handle_pCAL,2,12,0,8,5,7,0.0856016,0.176233,0.188276,0.161132,3.32488
function@png_handle_sCAL,0,0,0,0,0,4,0,0,0,0,0.298179
function@png_handle_tIME,0,0,0,0,0,0,0,0,0,0,0
function@png_handle_tEXt,4,6,0,3,1,3,0.807616,1.89355,1.3125,3.75,3.94043
function@png_handle_zTXt,0,0,0,0,0,5,0,0,0,0,4.65771
function@png_handle_iTXt,9,5,0,6,1,8,0.376253,0.0169945,0.259323,0.00128746,4.84187
function@png_handle_unknown,0,0,0,0,0,3,0,0,0,0,1.06641
function@png_combine_row,112,96,0,57,73,33,6.45722,11.8171,6.24223,3.28526,5.02964
function@png_do_read_interlace,122,52,0,81,83,2,2152.08,1171.66,1125.39,848.609,40.5
function@png_read_filter_row,0,0,0,0,0,0,0,0,0,0,0
function@png_read_finish_row,12,15,0,11,8,17,0.669643,0.535713,0.669643,0.357143,0.825562
function@png_read_start_row,1,5,0,2,1,11,0.25,3.625,1,0.25,4.25
function@png_read_filter_row_sub,69,20,0,21,21,3,122.892,27.7991,12.6173,36.6202,9.97507
function@png_read_filter_row_up,30,11,0,14,12,6,118.919,36.4689,13.9982,58.1447,25.663
function@png_read_filter_row_avg,76,20,0,18,18,8,171.852,47.9961,11.7344,56.498,45.3203
function@png_read_filter_row_paeth_1byte_pixel,5,3,0,5,3,5,71.6875,32.875,49.8125,17.4375,63.6875
function@png_read_filter_row_paeth_multibyte_pixel,63,77,0,69,22,12,151.176,228.824,155.32,44.1152,64.8848
function@png_set_crc_action,0,0,0,0,0,0,0,0,0,0,0
function@png_set_background_fixed,0,0,0,0,0,0,0,0,0,0,0
function@png_set_background,0,0,0,0,0,1,0,0,0,0,1
function@png_set_scale_16,0,0,0,0,0,0,0,0,0,0,0
function@png_set_strip_16,0,0,0,0,0,0,0,0,0,0,0
function@png_set_strip_alpha,0,0,0,0,0,0,0,0,0,0,0
function@png_set_alpha_mode_fixed,2,1,0,2,3,2,0.46875,0.625,0.78125,0.46875,0.4375
function@png_set_alpha_mode,0,0,0,0,0,0,0,0,0,0,0
function@png_set_quantize,121,65,0,51,66,32,811311,561138,9166.01,9402.74,515434
function@png_set_gamma_fixed,0,0,0,0,0,0,0,0,0,0,0
function@png_set_gamma,0,0,0,0,0,0,0,0,0,0,0
function@png_set_expand,0,0,0,0,0,0,0,0,0,0,0
function@png_set_palette_to_rgb,0,0,0,0,0,0,0,0,0,0,0
function@png_set_expand_gray_1_2_4_to_8,0,0,0,0,0,0,0,0,0,0,0
function@png_set_tRNS_to_alpha,0,0,0,0,0,0,0,0,0,0,0
function@png_set_expand_16,0,0,0,0,0,0,0,0,0,0,0
function@png_set_gray_to_rgb,0,0,0,0,0,0,0,0,0,0,0
function@png_set_rgb_to_gray_fixed,0,0,0,0,0,4,0,0,0,0,1.5625
function@png_set_rgb_to_gray,0,0,0,0,0,6,0,0,0,0,2.8125
function@png_set_read_user_transform_fn,0,0,0,0,0,0,0,0,0,0,0
