"Função heurística: div(cost,pow(degree,2))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@newmolecule,0,0,0,0,0,2,0,0,0,0,2
function@freeresidue,0,0,0,0,0,4,0,0,0,0,14.5294
function@freemolecule,0,0,0,0,0,3,0,0,0,0,14.4062
function@addstrand,0,0,0,0,0,13,0,0,0,0,32.9194
function@addresidue,1,0,0,1,0,13,0.0968992,0,0.155039,0,25.6512
function@connectres,17,4,0,7,0,15,0.385528,0.0282701,0.610664,0,18.3734
function@mergestr,18,3,0,8,0,35,0.773055,0.0294856,1.71001,0,16.7571
function@upd_molnumbers,2,0,0,2,0,1,21.2857,0,21.2857,0,126.952
function@countmolstrands,0,0,0,0,0,2,0,0,0,0,2
function@countstrandresidues,0,0,0,0,0,1,0,0,0,0,15.75
function@countmolres,0,0,0,0,0,3,0,0,0,0,8.33333
function@countmolatoms,0,0,0,0,0,4,0,0,0,0,255.905
function@dist,0,0,0,0,0,5,0,0,0,0,5
function@distp,0,0,0,0,0,0,0,0,0,0,0
function@angle,0,0,0,0,0,8,0,0,0,0,8
function@anglep,0,0,0,0,0,0,0,0,0,0,0
function@torsion,0,0,0,0,0,17,0,0,0,0,17
function@torsionp,7,3,0,10,0,1,6.5,3,9.5,0,0.5
function@getresname,0,0,0,0,0,4,0,0,0,0,3.66667
function@cap,23,5,0,10,0,37,21.9446,13.8231,17.9522,0,29.1598
function@copyextbonds,0,0,0,0,0,2,0,0,0,0,10.92
function@setreskind,1,0,0,1,0,5,1,0,1,0,9.27298
function@setxyz_from_mol,0,0,0,0,0,3,0,0,0,0,3
function@setxyzw_from_mol,0,0,0,0,0,3,0,0,0,0,3
function@setmol_from_xyz,0,0,0,0,0,3,0,0,0,0,3
function@setmol_from_xyzw,0,0,0,0,0,3,0,0,0,0,3
function@NAB_ainit,0,0,0,0,0,0,0,0,0,0,0
function@NAB_initres,0,0,0,0,0,0,0,0,0,0,0
function@NAB_initatom,0,0,0,0,0,0,0,0,0,0,0
function@NAB_mnext,0,0,0,0,0,1,0,0,0,0,0.192547
function@NAB_rnext,0,0,0,0,0,0,0,0,0,0,0
function@NAB_anext,0,0,0,0,0,0,0,0,0,0,0
function@NAB_mri,6,0,0,6,0,10,7.69253,0,7.69253,0,50.8563
function@NAB_rri,9,0,0,9,0,10,8.0546,0,8.0546,0,50.8563
function@NAB_rrc,0,0,0,0,0,7,0,0,0,0,5.03736
function@NAB_ari,15,0,0,15,0,15,7.45792,0,7.45792,0,47.9186
function@NAB_arf,0,0,0,0,0,11,0,0,0,0,5.5708
function@NAB_arc,7,0,0,6,0,15,3.62621,0,3.59031,0,25.3068
function@NAB_arp,0,0,0,0,0,0,0,0,0,0,0
function@newtransform,11,0,0,5,0,0,7.25,0,3.5,0,0
function@concat_mat,0,0,0,0,0,0,0,0,0,0,0
function@transformres,0,0,0,0,0,2,0,0,0,0,2
function@transformmol,0,0,0,0,0,4,0,0,0,0,4
function@transformpts,0,0,0,0,0,2,0,0,0,0,0.313726
function@updtransform,0,0,0,0,0,0,0,0,0,0,0
function@trans4p,0,0,0,0,0,0,0,0,0,0,0
function@NAB_matcpy,0,0,0,0,0,1,0,0,0,0,1
function@trans4,1,0,0,1,0,9,1,0,1,0,9
function@rot4p,10,3,0,12,0,8,10,3,12,0,7.25
function@rot4,1,0,0,1,0,9,1,0,1,0,9
function@set_belly_mask,15,1,0,8,0,33,140.398,6.25,2.96875,0,253.499
function@set_cons_mask,0,0,0,0,0,3,0,0,0,0,3
function@circle,0,1,0,1,0,0,0,1,1,0,0
function@delete_atom,7,1,0,5,0,6,54.3529,0.980392,50.9608,0,28.9216
function@rt_errormsg,0,0,0,0,0,1,0,0,0,0,1
function@rt_errormsg_s,0,0,0,0,0,1,0,0,0,0,1
function@rt_errormsg_2s,0,0,0,0,0,1,0,0,0,0,1
function@rt_errormsg_d,0,0,0,0,0,1,0,0,0,0,1
function@regcomp,1,0,0,1,0,35,0.00153494,0,0.00245595,0,9.90729
function@p_ere,12,5,0,12,2,41,27.5667,72.5385,78.3046,1,110.107
function@p_bre,8,2,0,5,0,40,3.07445,9.66038,4.58013,0,47.1726
function@doinsert,0,0,0,0,0,5,0,0,0,0,4.37459
function@p_bracket,63,1,0,6,1,92,10.3741,0.0521222,2.98375,0.173819,42.4832
function@ordinary,1,0,0,1,0,6,0.125,0,0.125,0,2.46875
function@repeat,32,0,0,5,1,36,2.30278,0,1.88955,0.0939679,13.1636
function@p_b_symbol,3,0,0,2,0,6,0.202963,0,0.29522,0,2.16271
function@bothcases,1,0,0,1,0,2,1,0,1,0,2
function@regexec,73,15,0,32,1,160,23.1943,12.1117,12.9943,0.443626,447.252
function@sslow,21,6,0,10,0,40,242.19,136,135.905,0,4967.1
function@sdissect,29,0,0,9,0,90,426.938,0,12,0,2248.19
function@sbackref,20,4,0,7,0,44,2.03121,2.60142,2.02728,0,31.2835
function@sstep,0,0,0,0,0,31,0,0,0,0,44.2264
function@lslow,25,3,0,10,0,39,367.952,64.9524,167.381,0,3801.24
function@ldissect,21,0,0,7,0,93,363.188,0,8.5,0,2287.88
function@lbackref,20,4,0,7,0,44,2.03121,2.60142,2.02728,0,31.2835
function@lstep,1,0,0,1,0,10,0.396226,0,0.490566,0,29.4906
function@regfree,0,0,0,0,0,1,0,0,0,0,0.148148
function@regerror,0,0,0,0,0,30,0,0,0,0,8.83271
function@spec_srand,0,0,0,0,0,1,0,0,0,0,31.875
function@spec_init_genrand,0,0,0,0,0,1,0,0,0,0,31.875
function@spec_rand,0,0,0,0,0,0,0,0,0,0,0
function@spec_genrand_int32,0,0,0,0,0,11,0,0,0,0,79.129
function@spec_lrand48,0,0,0,0,0,0,0,0,0,0,0
function@spec_init_by_array,0,0,0,0,0,3,0,0,0,0,95.625
function@spec_genrand_int31,0,0,0,0,0,0,0,0,0,0,0
function@spec_genrand_real1,0,0,0,0,0,0,0,0,0,0,0
function@spec_genrand_real2,0,0,0,0,0,0,0,0,0,0,0
function@spec_genrand_real3,0,0,0,0,0,0,0,0,0,0,0
function@spec_genrand_res53,0,0,0,0,0,1,0,0,0,0,1
function@getpdb,18,1,0,15,3,43,112.233,11.5621,83.5599,3.2208,602.324
function@getmatrix,0,0,0,0,0,18,0,0,0,0,178.697
function@putpdb,32,13,0,19,1,53,5082.81,5219.62,1617.78,0.108921,12153.8
function@putcif,9,0,0,7,0,18,23098.4,0,738.412,0,7543.88
function@putbnd,4,0,0,4,0,18,278.608,0,8.76034,0,2863.41
function@putdist,11,2,0,6,4,19,166683,5371.05,353.725,53544.1,113523
function@putmatrix,0,0,0,0,0,28,0,0,0,0,22.5143
function@initres,0,0,0,0,0,0,0,0,0,0,0
function@makebonds,0,0,0,0,0,5,0,0,0,0,21.32
function@chirvol,0,0,0,0,0,0,0,0,0,0,0
function@nrerror,0,0,0,0,0,1,0,0,0,0,1
function@vector,0,0,0,0,0,4,0,0,0,0,3
function@ivector,0,0,0,0,0,1,0,0,0,0,1
function@ipvector,0,0,0,0,0,1,0,0,0,0,1
function@matrix,0,0,0,0,0,10,0,0,0,0,9.49999
function@imatrix,0,0,0,0,0,10,0,0,0,0,9.49999
function@free_vector,0,0,0,0,0,0,0,0,0,0,0
function@free_ivector,0,0,0,0,0,0,0,0,0,0,0
function@free_matrix,0,0,0,0,0,1,0,0,0,0,1
function@free_imatrix,0,0,0,0,0,1,0,0,0,0,1
function@errormsg,0,0,0,0,0,2,0,0,0,0,2
function@errormsg_s,0,0,0,0,0,3,0,0,0,0,3
function@errormsg_2s,0,0,0,0,0,3,0,0,0,0,3
function@errormsg_d,0,0,0,0,0,3,0,0,0,0,3
function@errors,0,0,0,0,0,0,0,0,0,0,0
function@seconds,0,0,0,0,0,0,0,0,0,0,0
function@myroc,0,0,0,0,0,2,0,0,0,0,1.61905
function@get_blocksize,0,0,0,0,0,0,0,0,0,0,0
function@mpierror,0,0,0,0,0,0,0,0,0,0,0
function@reducerror,0,0,0,0,0,0,0,0,0,0,0
function@mpiinit,0,0,0,0,0,0,0,0,0,0,0
