"Função heurística: div(cost,pow(degree,2))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@DummyOutputVarAs,0,0,0,0,0,0,0,0,0,0,0
function@DummyTriggerOutput,0,0,0,0,0,0,0,0,0,0,0
function@DummyTimeToOutput,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_RegisterIOMethodOutputGH,0,0,0,0,0,3,0,0,0,0,3
function@CCTK_RegisterIOMethodOutputVarAs,0,0,0,0,0,3,0,0,0,0,3
function@CCTK_RegisterIOMethodTriggerOutput,0,0,0,0,0,3,0,0,0,0,3
function@CCTK_RegisterIOMethodTimeToOutput,0,0,0,0,0,3,0,0,0,0,3
function@CCTK_OutputVarAs,0,0,0,0,0,9,0,0,0,0,82.5714
function@cctk_outputvaras_,1,0,0,1,0,16,1,0,1,0,89.5714
function@CCTK_OutputVar,0,0,0,0,0,8,0,0,0,0,81.5714
function@cctk_outputvar_,0,0,0,0,0,11,0,0,0,0,84.5714
function@CCTK_OutputVarByMethod,0,0,0,0,0,1,0,0,0,0,1
function@cctk_outputvarbymethod_,0,0,0,0,0,15,0,0,0,0,15
function@CCTK_NumIOMethods,0,0,0,0,0,0,0,0,0,0,0
function@CCTK_IOMethodImplementation,0,0,0,0,0,1,0,0,0,0,1
function@CCTK_IOMethodName,0,0,0,0,0,1,0,0,0,0,1
function@CCTK_IOMethod,0,0,0,0,0,1,0,0,0,0,1
function@CactusDefaultOutputGH,0,0,0,0,0,5,0,0,0,0,55.2381
function@CactusDefaultOutputVarAsByMethod,0,0,0,0,0,11,0,0,0,0,8.875
function@cctk_outputvarasbymethod_,1,0,0,1,0,18,1,0,1,0,18
function@CCTKi_TriggerSaysGo,0,0,0,0,0,5,0,0,0,0,30.7188
function@CCTKi_TriggerAction,0,0,0,0,0,9,0,0,0,0,84.7143
function@_ZN12cctki_piraha11AutoGrammar17reparserGeneratorEv,291,43,0,291,9,418,215.463,20.9963,98.9844,7.9988,264.503
function@_ZN12cctki_piraha9smart_ptrINS_7PatternEED2Ev,0,0,0,0,0,2,0,0,0,0,1.1954
function@_ZN12cctki_piraha11AutoGrammar19fileParserGeneratorEv,516,65,0,457,17,603,379.406,36.987,163.964,14.9966,334.582
function@_ZN12cctki_piraha7GrammarD2Ev,0,0,0,0,0,3,0,0,0,0,2
function@_ZN12cctki_piraha7GrammarD0Ev,0,0,0,0,0,3,0,0,0,0,2
function@__clang_call_terminate,0,0,0,0,0,0,0,0,0,0,0
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE8_M_eraseEPSt13_Rb_tree_nodeISC_E,0,0,0,0,0,6,0,0,0,0,69.8333
function@_ZNSt3mapINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEN12cctki_piraha9smart_ptrINS6_7PatternEEESt4lessIS5_ESaISt4pairIKS5_S9_EEEixERSD_,8,1,0,4,0,8,6.14258,0.625,3.39062,0,47.3223
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE22_M_emplace_hint_uniqueIJRKSt21piecewise_construct_tSt5tupleIJRS7_EESN_IJEEEEESt17_Rb_tree_iteratorISC_ESt23_Rb_tree_const_iteratorISC_EDpOT_,4,2,0,2,0,24,2.13281,1.46875,2,0,16.9561
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE29_M_get_insert_hint_unique_posESt23_Rb_tree_const_iteratorISC_ERS7_,19,0,0,3,0,25,5.0756,0,2.38832,0,6.8866
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE10_Auto_nodeD2Ev,0,0,0,0,0,2,0,0,0,0,0.74552
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE17_M_construct_nodeIJRKSt21piecewise_construct_tSt5tupleIJRS7_EESN_IJEEEEEvPSt13_Rb_tree_nodeISC_EDpOT_,0,0,0,0,0,12,0,0,0,0,3.5
function@_ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N12cctki_piraha9smart_ptrINS8_7PatternEEEESt10_Select1stISC_ESt4lessIS5_ESaISC_EE24_M_get_insert_unique_posERS7_,7,0,0,2,0,12,4.4,0,2,0,81.7143
function@_ZN12cctki_piraha7Pattern3fmtB5cxx11Ev,0,0,0,0,0,1,0,0,0,0,1
function@_ZN12cctki_piraha7Pattern6insertERSo,0,0,0,0,0,1,0,0,0,0,1
function@_ZN12cctki_piraha7Nothing5matchEPNS_7MatcherE,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha7PatternD2Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha7NothingD0Ev,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha9smart_ptrINS_7GrammarEE5cleanEv,0,0,0,0,0,5,0,0,0,0,1.31738
function@_ZN12cctki_piraha5Group4dumpERSo,0,0,0,0,0,1,0,0,0,0,1
function@_ZN12cctki_piraha5Group4dumpEiRSoi,0,0,0,0,0,24,0,0,0,0,114.125
function@_ZN12cctki_piraha5Group8dumpPerlERSo,0,0,0,0,0,10,0,0,0,0,8.75
function@_ZN12cctki_piraha5Group8dumpPerlERSoi,16,18,0,3,0,112,46.6239,6.78115,2.39062,0,671.336
function@_ZN12cctki_piraha5Group14getPatternNameB5cxx11Ev,0,0,0,0,0,6,0,0,0,0,3.66667
function@_ZN12cctki_piraha5Group4lineEv,0,0,0,0,0,2,0,0,0,0,1.32
function@_ZN12cctki_piraha5Group10dumpPythonERSo,0,0,0,0,0,5,0,0,0,0,5
function@_ZN12cctki_piraha5Group10dumpPythonERSoi,16,18,0,3,0,112,46.6239,6.78115,2.39062,0,671.336
function@_ZN12cctki_piraha5Group9substringB5cxx11Ev,2,2,0,1,0,7,8.99988,15.9998,1,0,18.9998
function@_GLOBAL__sub_I_smart_ptr.cc,0,0,0,0,0,0,0,0,0,0,0
function@_ZN12cctki_piraha6LookupC2ENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEENS_9smart_ptrINS_7GrammarEEE,0,0,0,0,0,15,0,0,0,0,4.37207
function@_ZN12cctki_piraha6Lookup5matchEPNS_7MatcherE,6,1,0,4,0,65,2.99829,0.99964,2.99893,0,103.493
function@_ZN12cctki_piraha4JMap3getENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE,10,1,0,4,0,6,5.90385,0.615385,3.61538,0,45.8654
function@_ZN12cctki_piraha5GroupC2ENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEPKciiSt6vectorINS_9smart_ptrIS0_EESaISB_EE,6,0,0,3,0,11,2.66698,0,3,0,7.45865
function@_ZNSt6vectorIN12cctki_piraha9smart_ptrINS0_5GroupEEESaIS3_EED2Ev,0,0,0,0,0,4,0,0,0,0,9.52381
function@_ZN12cctki_piraha9smart_ptrINS_5GroupEED2Ev,0,0,0,0,0,3,0,0,0,0,1.4
