"Função heurística: div(cost,mul(area,pow(degree,2)))",Reloads,FoldedReloads,ZeroCostFoldedReloads,Spills,FoldedSpills,Copies,ReloadsCost,FoldedReloadsCost,SpillsCost,FoldedSpillsCost,CopiesCost
function@_ZN3pov18POV_Std_Split_TimeEdPjS0_Pd,0,0,0,0,0,5,0,0,0,0,5
function@_ZN3pov18closest_power_of_2Ej,0,0,0,0,0,4,0,0,0,0,12.2917
function@_ZN3pov25POVMSUtil_SetFormatStringEP9POVMSDatajPKcz,0,0,0,0,0,10,0,0,0,0,10
function@_ZN3pov19New_Checked_IStreamEPcj,0,0,0,0,0,0,0,0,0,0,0
function@_ZN3pov19New_Checked_OStreamEPcjb,0,0,0,0,0,0,0,0,0,0,0
function@_ZN3pov11Locate_FileEPcjS0_b,0,0,0,0,0,12,0,0,0,0,8.85714
function@_ZN3pov15Locate_FilenameEPcjb,0,9,0,4,5,73,0,6.92756,3.375,1.92089,42.9269
function@_ZN3povL23All_Plane_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE,3,2,0,1,0,7,0.875,0.625,0.5,0,5.375
function@_ZN3povL12Inside_PlaneEPdPNS_13Object_StructE,0,0,0,0,0,4,0,0,0,0,4
function@_ZN3povL12Plane_NormalEPdPNS_13Object_StructEPNS_10istk_entryE,0,0,0,0,0,3,0,0,0,0,2.33333
function@_ZN3povL10Copy_PlaneEPNS_13Object_StructE,0,0,0,0,0,3,0,0,0,0,3
function@_ZN3povL15Translate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE,0,0,0,0,0,2,0,0,0,0,1.61765
function@_ZN3povL12Rotate_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE,0,0,0,0,0,3,0,0,0,0,1.97059
function@_ZN3povL11Scale_PlaneEPNS_13Object_StructEPdPNS_16Transform_StructE,0,0,0,0,0,2,0,0,0,0,1.61765
function@_ZN3povL15Transform_PlaneEPNS_13Object_StructEPNS_16Transform_StructE,0,0,0,0,0,4,0,0,0,0,3.38095
function@_ZN3povL12Invert_PlaneEPNS_13Object_StructE,0,0,0,0,0,0,0,0,0,0,0
